cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
103	433.2039489746094	3.5109961	-1		
104	463.121826171875	4.474277	68	104.0	5,8-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one
105	328.2845123291016	8.36265981	-1		
106	293.06520080566406	4.7996873	56		
107	542.2848917643229	3.1013715666666664	7		
108	631.4905700683594	11.7856035	655		
109	395.1315307617188	1.75956605	-1		
110	600.4173278808594	9.22747755	42		
111	488.26966094970703	3.13046305	29		
112	176.0110305786133	0.5912481090000001	174		
113	203.22311096297608	1.33257964	36	113.0	N1, N1'-(butane-1,4-diyl)bis (propane-1,3-diamine)
114	260.11271540381875	0.7184457700000001	90		
115	361.1757354736328	2.12742925	-1		
116	370.16512298583984	5.6222923	-1		
117	661.2628682454427	10.025576333333332	-1		
118	363.2037658691406	3.4287289	4		
119	503.20252990722656	3.63128695	-1		
120	217.12234497603933	0.7233395842857142	-1		
121	351.2143127465332	5.434486649999999	-1		
122	621.3106613274535	10.556441624999998	-1		
123	607.4935455322266	11.894113833333334	-1		
124	321.24230575561523	8.77948385	-1		
125	258.1701173784561	4.37392645	-1		
126	620.5274505788574	11.1889555	136		
127	220.0733001713379	1.7048207799999997	-1		
128	315.1701965332031	2.92489055	64		
129	1155.275146484375	2.7119523	318		
130	296.12554931640625	2.36519635	-1		
131	198.1490020751953	2.514622775	-1		
132	608.5253651936849	11.655192666666666	-1		
133	611.1596012124176	2.735106525	-1	133.0	Vitamin P CollisionEnergy:102040
134	342.26373291015625	6.29173553	-1		
135	187.09635035380043	2.8359587666666664	-1	135.0	Massbank:EQ331203 Gabapentin Related Compound E|1-(carboxymethyl)cyclohexanecarboxylic acid|1-(carboxymethyl)cyclohexane-1-carboxylic acid
136	512.4321899414062	9.8557762	-1		
137	693.3086242675781	5.6119725	-1		
138	268.22682189941406	4.729150349999999	16		
139	223.16901779738768	9.206971630000002	391		
140	398.3270492553711	7.37403265	107		
141	795.452880859375	6.9533086	-1		
142	303.1912612915039	0.839588635	-1		
143	344.1336944608764	2.37457224	253	143.0	(E)-3-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid
144	813.5493672688802	11.864617	-1		
145	247.17629750657147	0.6572928033333333	-1		
146	566.3834075927734	7.8134111	-1		
147	264.1954040527344	4.617667750000001	16		
148	412.2179870605469	2.440633725	-1		
149	593.4775848388672	10.790046	126		
150	758.5671997086356	8.164955885714287	-1		
151	365.1700693766276	1.8663534	-1		
152	954.336685180664	4.133948999999999	-1		
153	769.4888671896484	10.6481454	-1		
154	308.1969451904297	1.446469125	426		
155	233.16455078125	3.175498566666666	59		
156	286.1432189941406	3.4041342500000003	-1		
157	761.4046936228027	7.27342095	-1		
158	544.4590911865234	10.3247325	-1		
159	356.20689646403	4.188670883333333	-1		
160	328.284489440918	8.269778389999999	606		
161	351.10462697347003	1.468911283333333	-1		
162	487.7908706665039	3.4726316500000003	43		
163	574.3061065673828	4.1654073	237		
164	446.2165323893229	4.646467566666666	55		
165	455.0943222045898	4.7996873	-1		
166	428.2487106323242	3.5147627	67		
167	423.95497741699216	0.49960313	345		
168	340.1238776337348	0.69301702	295		
169	257.1286697387696	4.883030150000001	-1		
170	532.2602386474609	2.85894105	237		
171	893.2975463867188	3.9746492	486		
172	477.1385726928711	4.83976325	68		
173	509.271858215332	6.732397450000001	-1		
174	355.2464853948568	8.377856066666666	-1		
175	361.1778259277344	1.7972064	149		
176	395.2769088745117	8.215346799999999	-1		
177	160.18084640502929	1.48228342	176		
178	290.1717580159505	2.7264796333333337	41	178.0	L-Hyoscyamine CollisionEnergy:205060
179	377.2309341430664	6.63934585	47		
180	165.06839752197266	1.7168131	-1		
181	328.1389465332031	2.05214955	-1		
182	403.236083984375	1.5351781	-1		
183	587.4675521850586	10.9894995	-1		
184	216.13103866577148	2.85584315	390		
185	514.2856750488281	4.827636099999999	49		
186	327.2318435668945	7.32920251	42		
187	694.5618896484375	11.001822	-1		
188	348.23753356933594	5.78316515	229		
189	769.4865036066894	11.085972750000002	-1		
190	426.2329384952568	3.158259685714285	67		
191	496.19508361816406	4.3870215	767		
192	518.3241088867187	6.8689712400000005	52	192.0	PC(18:3/0:0); [M+H]+ C26H49N1O7P1
193	433.1130040494384	3.465960783333333	-1		
194	144.06391983032228	0.929778335	90		
195	759.1997680664062	2.1647467	420	195.0	3-[(2S,3R,4S,5R,6R)-4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one
196	358.25895351917865	5.771449144444444	-1		
197	693.3085225480144	5.528969333333333	-1		
198	810.5251414014078	10.01069975	33		
199	123.04430280412946	2.6213625	188		
200	212.1283493068772	1.81543815	-1		
201	308.22211303859865	4.65561822	28		
202	342.2633422851562	4.20381	642	202.0	22083-74-5
203	393.2096125284831	2.6660630166666666	-1		
204	236.0794949001736	0.5640297055555555	627		
205	203.0525268554688	0.643074622	177		
206	467.2773101830322	8.738176059999999	-1		
207	345.1520233154297	2.2102983499999995	403		
208	631.4898376464844	11.831427	655		
209	338.1602325439453	2.9788797666666667	83		
210	487.2145487467448	3.0640892	-1		
211	292.1966979980469	0.591005354	48		
212	467.1161092122396	2.9543887666666664	-1		
213	266.1748860677083	3.516662933333333	-1		
214	592.4958801269531	11.2611985	-1		
215	703.5759531656901	10.413901	52		
216	344.18556213378906	4.5909081	3		
217	682.5254898071289	11.28172875	617		
218	258.16989135796246	3.8079558857142857	-1		
219	314.1959381114502	3.6411101	55		
220	633.4096221923828	8.806277775	-1		
221	572.4535827636719	10.171615	-1		
222	209.12286376953125	2.44810935	-1		
223	296.06635665927126	1.54264765	57		
224	392.1707000732422	2.59644245	65		
225	691.3302510650228	6.238297966666667	-1		
226	326.2690689086914	7.921647130000001	-1		
227	948.6233825683594	10.48785325	224		
228	228.1246937493199	1.604686657142857	90		
229	969.572235107422	10.4287185	-1		
230	704.4492645312744	9.03456116	52	230.0	PC(14:0/16:1); [M+H]+ C38H75N1O8P1
231	568.4942779541016	11.9816755	-1		
232	800.507080078125	9.230114019999998	52		
233	277.06836700516766	1.2520790333333334	-1		
234	174.18516540527344	3.834010211111112	241		
235	572.453125	9.58103565	-1		
236	374.1443888346354	3.131691116666667	-1		
237	733.4115753218994	7.512453024999999	-1		
238	303.08440017913824	1.4437680875	-1		
239	370.18782553344727	2.7395866333333334	578		
240	625.177619934082	3.868351225	76	240.0	Spectral Match to Narcissin from NIST14
241	592.4938812255859	11.48395125	-1		
242	357.1161092122396	2.4455939333333334	592		
243	319.213943482605	0.6358227	637		
244	216.1052322387696	2.1401061	-1		
245	334.1285731101481	2.591707683333333	-1		
246	599.4656524658203	11.863407	-1		
247	415.3004964192708	9.281190083333332	42		
248	291.1953430175781	5.461791957142856	164		
249	650.3944091796875	3.80237525	-1		
250	617.4403381347656	10.831318	44		
251	442.2651023864746	4.16920355	184	251.0	NCGC00384922-01!(2R,3R,4S,5S,6R)-2-octoxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxane-3,4,5-triol [IIN-based: Match]
252	456.2805908240234	4.30559638	67		
253	476.1911849975586	4.0343998	-1		
254	416.3646636962891	11.9930061	-1		
255	250.14364471560057	2.1950353700000003	-1		
256	621.2707000732422	9.99201731	-1		
257	429.3735961923706	11.1399587	-1		
258	326.2327702860107	4.901960633333332	28		
259	763.4246419389648	6.861957333333334	-1		
260	388.212651570638	4.418375066666666	20		
261	322.21258036295575	1.9019934166666668	698		
262	501.1581726074219	2.4808028	-1		
263	294.2790985107422	8.976807033333332	-1		
264	516.3011322021484	3.7582808	49		
265	236.16523742851564	3.4334302199999995	-1		
266	427.0758794148763	1.382530933333333	222		
267	280.17542521187335	3.454152216666667	63	267.0	9-(2,3-dihydroxypropoxy)-9-oxononanoic acid
268	666.5293273966878	10.966019333333334	-1		
269	244.1544097911865	0.8156676489999999	-1		
270	555.27734375	4.673112519999999	-1		
271	808.5895568872071	11.7825516	-1		
272	579.298095703125	3.828167375	-1		
273	461.2353363037109	4.29369815	-1		
274	377.1738688151042	3.1798659	83		
275	306.1336669921875	3.17557315	185		
276	273.18072509765625	2.9307205	-1		
277	823.224609375	3.160456975	-1		
278	469.3139678955078	9.28565032	774		
279	328.2319590250651	2.2976602	43		
280	255.9432403564453	1.2848328	145		
281	500.3958129882813	9.263669	-1		
282	165.05455589294434	2.240021475	44		
283	186.11254501494145	1.5896830999999998	104		
284	362.15946197509766	3.00268685	-1		
285	582.5937561035156	11.3913365	-1		
286	293.14947509765625	2.312977650000001	-1		
287	142.12263870263672	2.89141671	-1		
288	337.1672134399414	9.457308283333331	129		
289	487.21461486816406	3.3330617	61		
290	414.2294413248698	3.0010594333333334	67		
291	258.1105834987305	1.39956956	57		
292	363.1550242130127	2.487882566666667	84		
293	288.1948699951172	4.6642727	41		
294	401.2841847747599	9.900998083333334	-1		
295	271.1693623860677	6.61100095	901		
296	208.1331481933593	4.5550457625	440		
297	706.4636484814046	8.66984485	52	297.0	Spectral Match to 1-Myristoyl-2-palmitoyl-sn-glycero-3-phosphocholine from NIST14
298	233.2261110948181	8.363965633333335	73		
299	804.5497314453125	8.9489196	33		
300	398.1960754394531	3.5004337	930		
301	211.0845184326172	1.3171127499999995	-1		
302	549.3757476806641	9.56985135	-1		
303	465.3936920166016	11.453448833333333	-1		
304	323.1455535888672	4.0847649	-1		
305	435.2901062011719	7.058250259999999	-1		
306	176.1432991027832	3.89793085	-1		
307	317.1017761230469	5.1829432	-1		
308	280.18994903564453	4.15279265	28		
309	418.2064412434896	1.8547855	-1		
310	398.2743988037109	3.9034434	49		
311	392.2270965576172	3.7851775	-1	311.0	NCGC00380210-01_C18H30O8_Cyclopentaneacetic acid, 3-(hexopyranosyloxy)-2-[(2Z)-2-penten-1-yl]-
312	273.184814453125	5.282870283333334	-1		
313	216.07849502697752	2.6050655000000003	-1		
314	315.14117431640625	3.2162331000000006	-1		
315	430.2648671468099	3.2721704166666665	43		
316	278.1382802327474	2.9109009666666665	-1		
317	360.1281051635742	2.95521	643		
318	269.1353149450684	3.9051941	-1		
319	391.2627624511719	7.3209751	-1		
320	431.35250854550776	11.9949842	348		
321	312.9994506835937	0.52949478	651		
322	444.280029296875	3.1189642	49		
323	238.09290313720703	2.3759764	518		
324	392.1705093383789	2.4206759	65		
325	184.00289916992188	0.59814666	490		
326	307.2018737792969	2.2129642666666665	698		
327	239.96655750550843	1.4906995374999998	145		
328	210.0971908585069	0.97635632	78		
329	637.3180287719728	6.0846489	-1		
330	762.5479125976562	11.4308846	394		
331	325.2370198567708	4.2016029	-1		
332	184.03711191837564	1.3507995333333334	-1		
333	450.17523193359375	3.2922579	-1		
334	297.24242859073485	6.07431508	-1		
335	439.2311139884731	4.018584571428571	-1		
336	353.20662689208984	2.0542516	687		
337	352.2121124267578	3.89025915	-1		
338	486.4152374267578	9.7929613	-1		
339	385.1609497070313	2.85894105	-1		
340	579.2975769042969	3.98393545	-1		
341	645.4688491821289	11.12743175	-1		
342	669.4182624816895	9.7721191875	-1		
343	301.0344543457031	2.9582837000000004	22		
344	233.15361328156737	4.88869292	695		
345	236.1279172925415	2.4146188	16		
346	478.1697845458984	4.7996873	-1		
347	516.2651519775391	3.0063118500000003	49		
348	175.02370961507162	0.8245065166666666	314		
349	256.1907196044922	3.1135767000000003	-1		
350	124.11198444366455	2.9093503300000005	354		
351	336.8435465494792	0.5505868116666667	-1		
352	507.2413177490234	3.63821695	-1		
353	140.10715942497558	1.31600761	-1		
354	200.1641019185384	1.6344545666666666	65		
355	212.164389038086	2.73973084	16		
356	806.5774765030517	11.29964825	-1		
357	510.2114410400391	3.3063044	-1		
358	433.3102086385091	9.88903885	-1		
359	229.15474090673828	0.871595776	-1		
360	142.12281494228515	1.07056887	359		
361	447.219604493103	4.172166025	-1		
362	290.2112579345703	5.1463131	-1		
363	632.4422973632812	9.14875212	-1		
364	251.1389503479004	1.93047325	59	364.0	Massbank:PR311112 Caffeoyl putrescin (isomer of 1059)
365	277.21623535361323	7.075884019999999	226	365.0	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14
366	348.27470169534297	5.0359695	-1		
367	729.3660659790039	4.893926425	-1		
368	584.3565063476562	3.69862905	43		
369	422.311279296875	7.2608219	49		
370	310.2376912456665	5.094249583333334	-1		
371	222.1124582290649	2.3865927125	64		
372	289.14884186071777	3.719210125	-1		
373	608.4880065917969	10.687789	-1		
374	593.2781677246094	3.5761174	-1		
375	465.7775421142578	3.4100101	43		
376	307.1658706775105	2.131414883333333	262		
377	421.7510070800781	3.26962355	43		
378	333.2285919189453	1.87005805	-1		
379	861.4912211294488	8.319462233333333	-1		
380	168.10141839232722	4.172400355555555	291		
381	771.504155485433	8.798002	-1		
382	794.5311660924071	10.46087725	-1		
383	737.4430440266927	9.820727233333336	-1		
384	774.5631943014528	10.83680475	52		
385	650.5360514358723	11.779332666666669	696		
386	270.1548071967231	2.076743788888889	43		
387	368.1480865478516	3.74886105	-1		
388	216.12335205314128	1.2233150555555554	28		
389	903.4884033203124	8.7253197	-1		
390	376.30592515926105	5.046065366666666	-1		
391	426.1886596679688	3.95194305	7		
392	290.1382141113281	3.26434332	41	392.0	Atropine
393	356.2799781855164	6.292594230000001	-1		
394	292.1091995239258	4.177641449999999	44		
395	614.5342508951823	11.049884999999998	-1		
396	809.433471700358	6.077884633333333	-1		
397	338.1962890625	3.1585426	-1		
398	382.3315582275391	7.73412925	-1		
399	466.26500701904297	4.1801145	461	399.0	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol
400	249.15961837768555	3.1047362	16		
401	254.06565475463867	2.1964531	44		
402	302.1404495239258	2.6554635	930		
403	393.2781397501628	8.911878966666666	42	403.0	Deoxycholic Acid
404	542.4428202311198	10.501945333333332	-1		
405	877.5311889648438	7.7670656	-1		
406	216.1593215942383	3.91327402	-1		
407	551.4253896077474	9.25844475	989		
408	346.1647313435872	3.7613112666666666	55		
409	214.14372635116567	2.3679815875	-1		
410	258.1529510498047	3.69405406	108		
411	404.16907501220703	4.1637708	233		
412	208.13320875260544	4.3862586875	451		
413	796.5437774658203	10.00405105	131		
414	639.1911865234375	4.31884888	-1		
415	280.18995666503906	4.15279265	28		
416	537.5357086181641	11.0739732	249		
417	324.25333404541016	3.93942745	294		
418	293.2107467651367	7.309807220000001	27		
419	198.1487594604492	2.13884172	16		
420	556.4952087402344	11.738059	-1		
421	724.4113922119141	4.896876450000001	-1		
422	258.1330769871012	1.81244545	95		
423	725.2078450520834	2.2911171666666665	-1		
424	350.1952362060547	3.10976015	-1		
425	537.5358734130859	10.892118900000002	249		
426	830.5575561523438	8.837946	-1		
427	332.242858889974	6.409828283333334	-1		
428	263.23700460013833	9.460449077777778	5	428.0	Talaromycin A
429	793.5455169677734	11.176334	-1		
430	588.3584442138672	4.194709250000001	-1		
431	179.1242914199829	1.0602750875000002	-1		
432	583.4148951939175	9.045446742857145	42		
433	725.3732605120849	5.9045478	-1		
434	364.1759796142578	3.37537195	-1		
435	353.2671318054199	8.104939774999998	-1		
436	347.25585556274416	8.899340825	-1		
437	429.1729736328125	3.72439125	-1		
438	449.2133255004883	4.478051	-1		
439	289.2159703572591	9.102481866666666	-1		
440	201.12887573242188	2.6002799599999995	579		
441	521.2565460205078	3.75353605	-1		
442	143.12609227498373	1.6017871	359		
443	373.1469421386719	3.0377115	-1		
444	211.08384704589844	0.6003989733333334	-1		
445	412.2174530029297	3.5051671749999995	142		
446	374.1442260742188	3.29295045	187		
447	615.4582672119141	11.031103	831		
448	826.5181020100912	10.147795333333333	1013		
449	234.20642852783203	3.9684080125	310		
450	575.3115844726562	3.9453224	669		
451	797.5165642654894	11.107870111111112	-1		
452	285.22114817301434	9.603904933333332	628	452.0	all-trans-retinal - 40.0 eV
453	190.06283950805664	2.34514955	-1		
454	840.5451660258789	8.78846875	-1		
455	361.089054107666	2.229324675	788	455.0	NCGC00384821-01_C16H18O8_Cyclohexanecarboxylic acid, 1,3,4-trihydroxy-5-[[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-, (1R,3R,4S,5R)-
456	287.0549672453003	3.645989550000001	119		
457	327.2161989220963	6.763438912500001	103		
458	490.2854690551758	2.4195428000000003	-1		
459	214.9175827026367	1.50646546	145	459.0	CITRATE
460	323.16315842614745	3.72744805	139		
461	233.1535797119141	2.8448026	-1		
462	377.1779441833496	2.457934125	-1		
463	364.1961135864258	3.0148462	-1	463.0	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (2E,6E)-8-hydroxy-2,6-dimethylocta-2,6-dienoate
464	335.2195312506836	6.39039938	-1		
465	387.19341278769934	3.616537	-1		
466	639.4018005441407	9.52309502	532		
467	795.412841803711	6.45348275	-1		
468	519.2409362792969	4.827636099999999	-1		
469	435.2256342598877	0.9821269966666668	190		
470	359.21791687370603	0.769889212	-1		
471	502.44720458984375	11.6839075	132		
472	362.1591389973958	3.26416905	97		
473	615.4038543733783	9.047416371428572	-1		
474	424.3422546386719	7.5156557	107		
475	287.05516052246094	2.57725335	44		
476	344.24339008358004	5.7694973125	-1		
477	537.4124450683594	9.676762675	-1		
478	244.11800384592985	0.7835113685714286	90		
479	454.22480392456055	4.171385275	-1		
480	270.20628356933594	4.0307362	28		
481	402.321246343457	7.767918159999999	-1		
482	671.4847625823975	10.966362	-1		
483	198.0530441308105	1.33320086	34		
484	426.0517883300781	2.5825156	-1		
485	230.9902191162109	0.7151336483333334	-1		
486	420.3318176269531	8.381766500000001	49		
487	500.4309463515625	10.0584805	-1		
488	839.5532646368713	10.07452	-1		
489	317.20731353759766	0.9726892216666668	-1		
490	608.4737803141276	10.058426833333334	521		
491	292.2011744187622	1.5455090333333334	-1		
492	967.558692086046	10.180381555555556	-1		
493	423.32643636067706	10.466426	-1		
494	341.1553268432617	3.725841925	-1		
495	615.40185546875	8.53606744	-1		
496	328.248046875	3.70318005	-1		
497	369.1179885864258	3.46011795	44		
498	472.3998222377014	10.0346135	-1		
499	337.96930541992185	0.508886816	-1		
500	287.8881378173828	0.492814792	-1		
501	693.345458984375	5.838103366666666	-1		
502	878.5470842633929	9.652603642857144	-1		
503	319.22340241145014	8.24011583	-1		
504	483.2978820800781	3.062351	-1		
505	824.551071170939	8.798440433333335	-1		
506	762.4932657877604	10.172475833333332	103		
507	399.246208190918	3.4890794	-1		
508	640.5510864257812	10.7471935	-1		
509	202.122652053833	2.923681575	59		
510	523.399169921875	8.6505701	-1		
511	806.5580749511719	10.1858765	-1		
512	279.23187942748416	6.50939594	-1	512.0	Spectral Match to 9(10)-EpOME from NIST14
513	494.2345886230469	0.81283696	-1		
514	798.5670776461182	10.319447750000002	921		
515	283.1526336735229	4.07653645	63		
516	628.5516662597656	11.455630166666666	14		
517	376.2694320678711	5.78089015	-1		
518	302.14239501953125	2.6758409000000003	65		
519	288.1593526204427	3.9495798	669		
520	287.0548858642578	4.48329685	-1		
521	583.4149119059244	7.578270166666667	-1		
522	843.4845825195313	8.82742426	-1		
523	377.3054896782226	9.761902514285714	37		
524	432.3684692382813	10.107523	521		
525	374.1086654663086	2.3019892	44		
526	341.2091064453125	8.253379183333335	-1		
527	265.1983757019043	3.43841835	49		
528	631.3013305664062	4.1419294	-1		
529	182.117527008728	4.3432697625	96		
530	277.6466979980469	3.32356185	593		
531	255.9410377502441	0.5143296580000001	145		
532	749.444325764974	9.6264824	-1		
533	181.1222818163893	4.365485488888889	276		
534	325.1127960228516	1.5681495	184	534.0	Spectral Match to Sucrose from NIST14
535	790.5452881017761	10.97838	-1		
536	486.41448974609375	9.2321056	361		
537	610.5044860839844	11.031103	-1		
538	658.3278656005859	4.914899200000001	49		
539	232.0736083984375	2.2571629	-1		
540	751.5343526204427	10.492746333333336	224		
541	331.1657409667969	3.453424933333334	439		
542	574.5034790039062	10.715698	-1		
543	594.3178863525391	7.2379555	-1		
544	532.3480560302735	7.515693280000001	5	544.0	NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-
545	315.22728983679195	0.6870924566666666	-1		
546	586.3426208496094	4.852232849999999	49		
547	347.1842689561157	5.6225069875	-1		
548	140.10713806235353	1.6494685400000002	689		
549	656.2268890380859	10.3690042	812		
550	216.9507789631551	1.2626748333333333	-1		
551	634.5079244101563	10.417941333333331	-1		
552	321.24233398625495	7.62625994	37		
553	726.4304504394531	9.0338822	-1		
554	534.3123779296875	2.5620231	43		
555	596.2178649902344	2.81848265	237		
556	198.11260509638976	1.2028477	34		
557	436.19482421875	3.41421925	157		
558	478.3740234375	9.2868226	230		
559	554.2837524414062	3.294583466666667	134		
560	121.028489112854	2.72215005	-1		
561	575.2662455240885	10.277182000000002	-1		
562	215.1430549621582	4.89676395	695		
563	779.4180297956543	6.31839815	-1		
564	356.3157806407877	8.891098366666668	-1		
565	532.3484375	7.36831952	5	565.0	NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-
566	790.4578247070312	6.4352622	-1		
567	549.37652588208	10.1227315	-1		
568	328.2844573974609	8.087237479999999	136		
569	746.4864769062499	6.619059062500001	325		
570	308.27002868652346	2.2151225	-1		
571	330.22627410888674	5.487623340000001	-1		
572	631.4539337158203	9.80013635	-1		
573	286.1436462406616	5.460611674999999	-1		
574	788.5432739298584	10.4405376	277	574.0	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14
575	275.200346206638	7.767840433333333	-1		
576	514.4120585123698	10.443066666666668	-1		
577	177.05445575727083	2.443764225	44		
578	320.14933014508057	3.093978775	55		
579	259.0959167480469	3.1560295	758		
580	384.2589263916016	3.9034434	49		
581	360.31105499370113	7.05323853	-1		
582	330.2636154174805	7.755279689999999	-1		
583	299.2007548014323	9.843793266666667	351		
584	415.1020431518554	4.7996873	56		
585	208.13311331612724	2.333188142857143	440		
586	126.091338348526	4.14961058	34		
587	302.3056182875279	7.066915214285714	307	587.0	SPHINGANINE
588	386.15931193033856	2.403498633333333	913		
589	793.3958740234375	6.8197032	-1		
