confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
11	1	1	2	2	0.9923072936628571	-1.4632878911914071	0.9999999999999999	46.29828619267072	C17H23NO3	[M + H]+	RKUNBYITZUJHSG	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3	Daturine	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	2.4876864	3661;25817;64692;637577;638022;154417;174174;3819933;5318386;6321299;6325383;6334600;6542157;6921704;6931560;6999113;12057539;10017172;10924272;10062878;11779050;11781260;11822450;10379698;10402034;21608699;44224297;54272005;71313530;78358485;76973593;76973603;87502387;91607119;118655007;118655010;118655011;118655012;118655013;118655018;118655024;118655026;121356386;124016034	HMDB:(14568 14712);SuperNatural:(SN00258809 SN00345628);ZINC bio:(ZINC00000056 ZINC00057173 ZINC12358661 ZINC12503096);additional;HSDB:(101-31-5 51-55-8 13269-35-7);MeSH:(3661 64692 154417 174174 637577 5318386 6931560);Plantcyc:(ATROPINE L-HYOSCYAMINE);PubMed;NORMAN:(NS00008542);COCONUT:(CNP0231295);KNApSAcK:(2277);Natural Products:(UNPD114126 UNPD37492);PubChem:(3661 25817 64692 637577 638022 154417 174174 3819933 5318386 6321299 6325383 6334600 6542157 6921704 6931560 6999113 12057539 10017172 10924272 10062878 11779050 11781260 11822450 10379698 10402034 21608699 44224297 54272005 71313530 78358485 76973593 76973603 87502387 91607119 118655007 118655010 118655011 118655012 118655013 118655018 118655024 118655026 121356386 124016034);CHEBI:(91877 16684 94601 58164 92712 57858 48882 104243 78734 17486);PubChem class - bio and metabolites;KEGG:(C01479 C02046);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-HYOSCYAMINE)	121564030	290.1749267578125	167.919918	1397_mapp_batch_00110_sirius_1586	1586
12	1	1	2	2	0.9909183660705637	-8.299246941822894	0.9999999999999999	46.400300222445104	C13H18N2O2	[M + H]+	CJHDBEPXEKGBDW	InChI=1S/C13H18N2O2/c14-9-1-2-10-15-13(17)8-5-11-3-6-12(16)7-4-11/h3-8,16H,1-2,9-10,14H2,(H,15,17)	p-Coumaroylputrescine	C1=CC(=CC=C1C=CC(=O)NCCCCN)O	1.0	133420;6439562;131751428	COCONUT:(CNP0192876);HMDB:(33461 139874);Natural Products:(UNPD126780 UNPD226486);PubChem:(133420 6439562 131751428);SuperNatural:(SN00253918);CHEBI:(70431);PubChem class - bio and metabolites;KEGG:(C18326);PubMed	19956074	235.14395141601562	122.58148200000001	1868_mapp_batch_00110_sirius_2109	2109
13	1	1	2	2	0.9897169552587715	-6.448234621694756	0.9999999999999999	38.25428454781607	C14H20N2O3	[M + H]+	SFUVCMKSYKHYLD	InChI=1S/C14H20N2O3/c1-19-13-10-11(4-6-12(13)17)5-7-14(18)16-9-3-2-8-15/h4-7,10,17H,2-3,8-9,15H2,1H3,(H,16,18)	Subaphyllin	COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O	1.05422425	10384;5281796;92339985	HMDB:(33463 139553 139638);SuperNatural:(SN00156194 SN00277929);ZINC bio:(ZINC01531868 ZINC08652493);additional;MeSH:(5281796);PubMed;COCONUT:(CNP0104128 CNP0340982);KNApSAcK:(2780);Natural Products:(UNPD219882 UNPD160889);PubChem:(10384 5281796 92339985);CHEBI:(9299);PubChem class - bio and metabolites;KEGG:(C10497);PubChem class - safety and toxic;Training Set	87613822	265.15472412109375	141.257604	1872_mapp_batch_00110_sirius_2113	2113
14	1	1	2	2	0.9891859719255955	-8.889179796986019	0.9999999999999999	64.76544704654388	C14H20N2O3	[M + H]+	SFUVCMKSYKHYLD	InChI=1S/C14H20N2O3/c1-19-13-10-11(4-6-12(13)17)5-7-14(18)16-9-3-2-8-15/h4-7,10,17H,2-3,8-9,15H2,1H3,(H,16,18)	Subaphyllin	COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O	1.05422425	10384;5281796;92339985	HMDB:(33463 139553 139638);SuperNatural:(SN00156194 SN00277929);ZINC bio:(ZINC01531868 ZINC08652493);additional;MeSH:(5281796);PubMed;COCONUT:(CNP0104128 CNP0340982);KNApSAcK:(2780);Natural Products:(UNPD219882 UNPD160889);PubChem:(10384 5281796 92339985);CHEBI:(9299);PubChem class - bio and metabolites;KEGG:(C10497);PubChem class - safety and toxic;Training Set	87613822	265.1540222167969	134.510628	1401_mapp_batch_00110_sirius_1590	1590
15	1	1	2	2	0.9883502040109926	-12.38422419831467	0.9999999999999999	29.504301250194143	C16H21NO3	[M + H]+	ZTVIKZXZYLEVOL	InChI=1S/C16H21NO3/c1-17-12-7-8-13(17)10-14(9-12)20-16(19)15(18)11-5-3-2-4-6-11/h2-6,12-15,18H,7-10H2,1H3	Homatropin	CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O	2.39914989	3623;688024;447234;5702065;4979373;5282593;6321423;6398654;6918898;6921553;6931188;6957608;11859110;11859206;73707487;91469842;123944435	SuperNatural:(SN00017926 SN00000026);ZINC bio:(ZINC00000367 ZINC00056445 ZINC12405020 ZINC12416692);additional;MeSH:(3623 5282593 5702065 73707487);PubMed;NORMAN:(NS00010367);COCONUT:(CNP0043693 CNP0273721);PubChem:(3623 688024 447234 5702065 4979373 5282593 6321423 6398654 6918898 6921553 6931188 6957608 11859110 11859206 73707487 91469842 123944435);CHEBI:(91858 94376 91515 5747);PubChem class - bio and metabolites;KEGG:(C07814);PubChem class - safety and toxic;Training Set;PubChem class - drug	121397606	276.1593933105469	143.714706	1693_mapp_batch_00110_sirius_1917	1917
16	1	1	2	2	0.9868592969187482	-135.94447726091337	0.9974874371859296	40.66227713011998	C20H25NO8	[M + H]+	WLZGBUHDZWPQMM	InChI=1S/C20H25NO8/c1-4-13-9-20(11-27-12(2)22)19(3,29-20)18(24)26-10-14-5-7-21(25)8-6-15(16(14)21)28-17(13)23/h4-5,15-16H,6-11H2,1-3H3	null	CC=C1CC2(C(O2)(C(=O)OCC3=CC[N+]4(C3C(CC4)OC1=O)[O-])C)COC(=O)C	-0.200000003	132282056	COCONUT:(CNP0271035);PubChem:(132282056);CHEBI:(136465)	2097186	408.1658020019531	179.060352	1332_mapp_batch_00110_sirius_1518	1518
17	1	1	2	2	0.9858941684589896	-6.664844792604948	0.9969849246231155	199.68805858004288	C27H46O9	[M - H2O + H]+	HUSISCNTLUEZCN	InChI=1S/C27H46O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,21-22,24-29,31-33H,2,5,8,11-20H2,1H3	[2-hydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O	3.29999995	11497202;44715454;51692835;51692836;51692837;51692838;67458951;90805430;91203997;101518159;101562099;102302645;124899775;124899776;124899777;124899778;139291884	COCONUT:(CNP0176099);Natural Products:(UNPD123361 UNPD137650);PubChem:(11497202 44715454 51692835 51692836 51692837 51692838 67458951 90805430 91203997 101518159 101562099 102302645 124899775 124899776 124899777 124899778 139291884);SuperNatural:(SN00037435 SN00032617 SN00037432 SN00037433 SN00032616 SN00037434 SN00032615 SN00277675 SN00032614 SN00262736);CHEBI:(139416);ZINC bio:(ZINC31155081 ZINC31155085 ZINC31155090 ZINC31155095 ZINC35454647 ZINC35454651 ZINC35454655 ZINC35454658);additional;Training Set;PubMed;KEGG Mine	8593662050	497.3098907470703	441.996846	1187_mapp_batch_00110_sirius_1357	1357
18	1	1	1	4	0.9856700060423297	-0.3652406107055933	0.9582914572864322	39.11264936773776	C17H21NO4	[M + Na]+	ZPUCINDJVBIVPJ	InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3	Blizzard	CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC	2.37998962	2826;5760;5872;638023;638216;644005;644017;644018;644271;122142;135184;165376;439497;446220;449824;449825;450867;3518588;497304;6101676;5315982;6338296;6432459;6432481;10638361;10828629;9861246;12305901;13006129;10136514;11779748;15558678;15558680;15558681;15558688;15558693;11859114;16053775;16217586;21635054;44246523;44279116;44382114;44382176;44382277;44382278;44385873;50897619;54559877;54559878;56638200;56840956;59435281;71314969;76973582;87255980;98078900;101437423;118245134;124909386;129318254;131704587;133587242;134819851;134972500;135232922;139340485	HMDB:(15043);SuperNatural:(SN00042624 SN00400307 SN00156823 SN00372960);ZINC bio:(ZINC00001212 ZINC03875336 ZINC06482440);additional;HSDB:(50-36-2);MeSH:(2826 446220 644005 6432459 6432481);Plantcyc:(CPD-9776);PubMed;NORMAN:(NS00000403);COCONUT:(CNP0110813 CNP0189710);KNApSAcK:(2285);Natural Products:(UNPD126199 UNPD91357);PubChem:(2826 5760 5872 638023 638216 644005 644017 644018 644271 122142 135184 165376 439497 446220 449824 449825 450867 3518588 497304 6101676 5315982 6338296 6432459 6432481 10638361 10828629 9861246 12305901 13006129 10136514 11779748 15558678 15558680 15558681 15558688 15558693 11859114 16053775 16217586 21635054 44246523 44279116 44382114 44382176 44382277 44382278 44385873 50897619 54559877 54559878 56638200 56840956 59435281 71314969 76973582 87255980 98078900 101437423 118245134 124909386 129318254 131704587 133587242 134819851 134972500 135232922 139340485);CHEBI:(60056 27958);PubChem class - bio and metabolites;KEGG:(C01416);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-9776)	121564030	326.1363983154297	202.113132	2999_mapp_batch_00110_sirius_3330	3330
19	1	1	2	2	0.9841375191738164	-3.4394093182444494	0.9999999999999999	14.44060496861265	C17H23NO3	[M + H]+	RKUNBYITZUJHSG	InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3	Daturine	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3	2.4876864	3661;25817;64692;637577;638022;154417;174174;3819933;5318386;6321299;6325383;6334600;6542157;6921704;6931560;6999113;12057539;10017172;10924272;10062878;11779050;11781260;11822450;10379698;10402034;21608699;44224297;54272005;71313530;78358485;76973593;76973603;87502387;91607119;118655007;118655010;118655011;118655012;118655013;118655018;118655024;118655026;121356386;124016034	HMDB:(14568 14712);SuperNatural:(SN00258809 SN00345628);ZINC bio:(ZINC00000056 ZINC00057173 ZINC12358661 ZINC12503096);additional;HSDB:(101-31-5 51-55-8 13269-35-7);MeSH:(3661 64692 154417 174174 637577 5318386 6931560);Plantcyc:(ATROPINE L-HYOSCYAMINE);PubMed;NORMAN:(NS00008542);COCONUT:(CNP0231295);KNApSAcK:(2277);Natural Products:(UNPD114126 UNPD37492);PubChem:(3661 25817 64692 637577 638022 154417 174174 3819933 5318386 6321299 6325383 6334600 6542157 6921704 6931560 6999113 12057539 10017172 10924272 10062878 11779050 11781260 11822450 10379698 10402034 21608699 44224297 54272005 71313530 78358485 76973593 76973603 87502387 91607119 118655007 118655010 118655011 118655012 118655013 118655018 118655024 118655026 121356386 124016034);CHEBI:(91877 16684 94601 58164 92712 57858 48882 104243 78734 17486);PubChem class - bio and metabolites;KEGG:(C01479 C02046);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-HYOSCYAMINE)	121564030	290.1749267578125	210.683376	2973_mapp_batch_00110_sirius_3301	3301
20	1	1	2	2	0.9831775817607428	-2.3182409559941037	0.9999999999999999	34.41701394085051	C19H23NO4	[M + H]+	MQIXMJWNEKUAOZ	InChI=1S/C19H23NO4/c1-20-14-9-10-15(20)18(19(22)23-2)16(12-14)24-17(21)11-8-13-6-4-3-5-7-13/h3-8,11,14-16,18H,9-10,12H2,1-2H3	Cinnamylcocaine	CN1C2CCC1C(C(C2)OC(=O)C=CC3=CC=CC=C3)C(=O)OC	2.87539124	530433;5281863;5353018;5367712;6440936;12798013;20054874;59919529;123653062	COCONUT:(CNP0298873);KNApSAcK:(2284);Natural Products:(UNPD54698);PubChem:(530433 5281863 5353018 5367712 6440936 12798013 20054874 59919529 123653062);SuperNatural:(SN00328979);CHEBI:(3713);additional;MeSH:(530433 5281863 5353018 6440936);KEGG:(C10852);Training Set;PubMed	3719542	330.1695861816406	231.525186	2765_mapp_batch_00110_sirius_3071	3071
21	1	1	2	2	0.9826664581818911	-8.1892956494367	0.9999999999999999	46.02572224768848	C10H17NO3	[M + H]+	QIQNNBXHAYSQRY	InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3	Methyl ecgonine	CN1C2CCC1C(C(C2)O)C(=O)OC	0.441079825	104904;239087;251884;251885;253107;443844;6336661;10560042;10631952;6914691;10878147;9942414;14151191;14151193;14151195;14151200;14151208;10420301;21795738;21795739;25202181;45157624;44385764;46878490;59938006;59938017;70044254;88975883;92161068;90981725;124524635;124524731;122445048;122486221;126968751;130917541;131105236;134856001	HMDB:(6406 62751);SuperNatural:(SN00380795);ZINC bio:(ZINC04654765);additional;MeSH:(104904 46878490);Plantcyc:(CPD-9777);PubMed;NORMAN:(NS00000051);COCONUT:(CNP0082699 CNP0176199);Natural Products:(UNPD23411);PubChem:(104904 239087 251884 251885 253107 443844 6336661 10560042 10631952 6914691 10878147 9942414 14151191 14151193 14151195 14151200 14151208 10420301 21795738 21795739 25202181 45157624 44385764 46878490 59938006 59938017 70044254 88975883 92161068 90981725 124524635 124524731 122445048 122486221 126968751 130917541 131105236 134856001);CHEBI:(59908 31529);PubChem class - bio and metabolites;KEGG:(C12448);Training Set;Biocyc:(CPD-9777)	20900206	200.128173828125	37.8172242	2908_mapp_batch_00110_sirius_3228	3228
22	1	1	2	2	0.9826017321669669	-32.143577373897415	0.9999999999999999	27.424950640497197	C11H11NO6	[M + H]+	JMJWCANHASMNST	InChI=1S/C11H11NO6/c13-8-4-2-1-3-6(8)10(16)12-7(11(17)18)5-9(14)15/h1-4,7,13H,5H2,(H,12,16)(H,14,15)(H,17,18)	Aspartic acid, N-salicyloyl-	C1=CC=C(C(=C1)C(=O)NC(CC(=O)O)C(=O)O)O	0.5	3043783;4520077;81640219	COCONUT:(CNP0303008);HMDB:(39506);Natural Products:(UNPD59387);PubChem:(3043783 4520077 81640219);SuperNatural:(SN00383617);ZINC bio:(ZINC04800918 ZINC04800919);PubChem class - bio and metabolites;PubChem class - safety and toxic	87072778	254.0655746459961	176.19371999999998	2538_mapp_batch_00110_sirius_2834	2834
