id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
14_mapp_batch_00110_sirius_18	C14H27NO5	[M + H]+	C14H27NO5	Alkaloids	0.9921696782112122	Ornithine alkaloids	0.9830151796340942	Pyrrolizidine alkaloids	0.41988521814346313	Amino acids	0.7438251972198486	Amino acids and derivatives	0.9718154668807983	Amino acids, peptides, and analogues	0.9697439670562744	Carboxylic acids and derivatives	0.999927282333374	Organic acids and derivatives	0.9999805688858032	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Pyrrolidines; Pyrrolizidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; N-alkylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	18
15_mapp_batch_00110_sirius_19	C14H19NO5	[M - H2O + H]+	C14H17NO4	Alkaloids	0.9635251760482788	Ornithine alkaloids	0.6878677010536194	Tropane alkaloids	0.9112898707389832	Amino acids	0.46519073843955994	Amino acids and derivatives	0.9411190152168274	Amino acids, peptides, and analogues	0.9402275681495667	Carboxylic acids and derivatives	0.9558579921722412	Organic acids and derivatives	0.9175240993499756	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Benzoic acids and derivatives; Piperidines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Tropane alkaloids; Carboxylic acid derivatives; Benzoic acid esters; Secondary alcohols; Piperidinecarboxylic acids and derivatives; Dialkylamines; Benzene and substituted derivatives; Polyols; Piperidinecarboxylic acids; Benzenoids; Amines; Secondary amines; Alkanolamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	19
16_mapp_batch_00110_sirius_21	C25H45N5O10	[M + Na]+	C25H45N5O10	Carbohydrates	0.654617965221405	Nucleosides	0.16871803998947144	Pyrimidine nucleos(t)ides	0.10676455497741699	Alkyl glycosides	0.5944197177886963	Alkyl glycosides	0.5944197177886963	Fatty acyl glycosides	0.4873468577861786	Fatty Acyls	0.5455923676490784	Lipids and lipid-like molecules	0.5537564158439636	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Carboxylic acid derivatives; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Oxolanes; Oxanes; Glycosyl compounds; Alkyl glycosides; Glycosylamines; O-glycosyl compounds; Amines; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	21
19_mapp_batch_00110_sirius_24	C23H47NO6	[M - H2O + H]+	C23H45NO5	Fatty acids	0.9756783246994019	Fatty amides	0.43483710289001465	N-acyl amines	0.42683422565460205	Glycerolipids	0.5334687232971191					Glycerolipids	0.5334687232971191	Lipids and lipid-like molecules	0.5958541035652161	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	24
20_mapp_batch_00110_sirius_25	C32H36O16	[M + Na]+	C32H36O16	Shikimates and Phenylpropanoids	0.9972992539405823	Phenylpropanoids (C6-C3)	0.9577792286872864	Cinnamic acids and derivatives	0.9307829737663269	Hydroxycinnamic acid esters	0.5335522294044495	Hydroxycinnamic acid esters	0.5335522294044495	Hydroxycinnamic acids and derivatives	0.9999001026153564	Cinnamic acids and derivatives	0.9999254941940308	Phenylpropanoids and polyketides	0.9996172189712524	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	25
22_mapp_batch_00110_sirius_27	C9H8O3	[M - H2O + H]+	C9H6O2	Shikimates and Phenylpropanoids	0.9973310232162476	Phenylpropanoids (C6-C3)	0.9853577613830566	Cinnamic acids and derivatives	0.9853633642196655	Coumaric acids	0.9888810515403748	Coumaric acids and derivatives	0.9184813499450684	Hydroxycinnamic acids and derivatives	0.8797125220298767	Cinnamic acids and derivatives	0.8201159834861755	Phenylpropanoids and polyketides	0.9863353967666626	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	27
23_mapp_batch_00110_sirius_30	C12H21NO4	[M + H]+	C12H21NO4	Fatty acids	0.7327975034713745	Small peptides	0.6735527515411377	Aminoacids	0.5419169664382935	Amino acids	0.996830403804779	Amino acids and derivatives	0.9953770637512207	Amino acids, peptides, and analogues	0.9954761862754822	Carboxylic acids and derivatives	0.9998656511306763	Organic acids and derivatives	0.9999157190322876	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	30
24_mapp_batch_00110_sirius_31	C44H61NO3	[M + H]+	C44H61NO3	Terpenoids	0.7536202073097229	Diterpenoids	0.21634595096111298	Colensane and Clerodane diterpenoids	0.2262069582939148	Retinoids	0.7360848188400269			Retinoids	0.7360848188400269	Prenol lipids	0.8316062688827515	Lipids and lipid-like molecules	0.9847753643989563	Organic compounds; Lipids and lipid-like molecules; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Diterpenoids; Retinoids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Cinnamic acid amides; Fatty Acyls; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	31
25_mapp_batch_00110_sirius_32	C23H31NO6	[M - H2O + H]+	C23H29NO5	Alkaloids	0.9979937076568604	Ornithine alkaloids	0.9986918568611145	Tropane alkaloids	0.9981112480163574	Amino acids and derivatives	0.1817624717950821	Amino acids and derivatives	0.1817624717950821	Amino acids, peptides, and analogues	0.16658487915992737	Carboxylic acids and derivatives	0.9999892711639404	Organic acids and derivatives	0.9999990463256836	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Benzoic acids and derivatives; Piperidines; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Tropane alkaloids; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzoic acid esters; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; Benzenoids; Amines; Tertiary amines; Aromatic alcohols; N-alkylpyrrolidines; Organic salts; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	32
26_mapp_batch_00110_sirius_33	C56H71N3O8	[M - H2O + H]+	C56H69N3O7	Polyketides	0.3851222097873688	Macrolides	0.259235680103302	Flavanones	0.027341974899172783	Alpha amino acids and derivatives	0.3391343951225281	Amino acids and derivatives	0.6590972542762756	Amino acids, peptides, and analogues	0.6512383818626404	Carboxylic acids and derivatives	0.9863400459289551	Organic acids and derivatives	0.997229278087616	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazoles; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	33
27_mapp_batch_00110_sirius_34	C15H31N5O4	[M + Na]+	C15H31N5O4	Alkaloids	0.6094642281532288	Small peptides	0.5193650722503662	Dipeptides	0.10816951096057892	Amino acids and derivatives	0.6305506825447083	Amino acids and derivatives	0.6305506825447083	Amino acids, peptides, and analogues	0.6210430860519409	Carboxylic acids and derivatives	0.592099130153656	Organic acids and derivatives	0.5528799295425415	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	34
28_mapp_batch_00110_sirius_35	C8H20N2O2	[M - H2O + H]+	C8H18N2O	Alkaloids	0.9951543807983398	Ornithine alkaloids	0.9816356897354126	Polyamines	0.9274736642837524	Tertiary amines	0.015008494257926941	Tertiary amines	0.015008494257926941	Amines	0.9975121021270752	Organonitrogen compounds	0.9999973773956299	Organic nitrogen compounds	0.9999995231628418	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Amine oxides and derivatives; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	35
30_mapp_batch_00110_sirius_37	C19H37NO4	[M - H2O + H]+	C19H35NO3	Fatty acids	0.8741993308067322	Fatty amides	0.7517449855804443	N-acyl amines	0.5994699597358704	N-acyl-alpha amino acids	0.9352183938026428	Amino acids and derivatives	0.9615440964698792	Amino acids, peptides, and analogues	0.9626253247261047	Carboxylic acids and derivatives	0.9991655349731445	Organic acids and derivatives	0.9969294667243958	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	37
31_mapp_batch_00110_sirius_39	C39H73NO9	[M + K]+	C39H73NO9	Polyketides	0.8290432095527649	Macrolides	0.8021848797798157	Open-chain polyketides	0.34697800874710083	Fatty acyl glycosides	0.6357508897781372			Fatty acyl glycosides	0.6357508897781372	Fatty Acyls	0.9558222889900208	Lipids and lipid-like molecules	0.9351709485054016	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	39
32_mapp_batch_00110_sirius_40	C26H48NO7P	[M + H]+	C26H48NO7P	Fatty acids	0.99222332239151	Glycerophospholipids	0.9994874000549316	Glycerophosphocholines	0.9779226779937744	Lysophosphatidylcholines	0.7973408699035645	Lysophosphatidylcholines	0.7973408699035645	Glycerophosphocholines	0.9754325747489929	Glycerophospholipids	0.9912182688713074	Lipids and lipid-like molecules	0.999596893787384	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	40
34_mapp_batch_00110_sirius_42	C26H55NO8	[M - H2O + H]+	C26H53NO7	Fatty acids	0.6596512198448181	Linear polyketides	0.6210616827011108	Open-chain polyketides	0.43267086148262024	Fatty acid esters	0.7600863575935364			Fatty acid esters	0.7600863575935364	Fatty Acyls	0.9637932777404785	Lipids and lipid-like molecules	0.9773963689804077	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	42
35_mapp_batch_00110_sirius_43	C20H26N2O5	[M + H]+	C20H26N2O5	Amino acids and Peptides	0.502472996711731	Small peptides	0.5772268176078796	Simple amide alkaloids	0.552590548992157	N-acyl-alpha amino acids and derivatives	0.9933381080627441	Amino acids and derivatives	0.8886496424674988	Amino acids, peptides, and analogues	0.8932157754898071	Carboxylic acids and derivatives	0.9911094903945923	Organic acids and derivatives	0.9980407357215881	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Benzamides; Hippuric acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	43
36_mapp_batch_00110_sirius_44	C23H43NO5	[M + H]+	C23H43NO5	Alkaloids	0.8881416320800781	Ornithine alkaloids	0.23144204914569855	Open-chain polyketides	0.3658953011035919	Amino acids and derivatives	0.8747050762176514	Amino acids and derivatives	0.8747050762176514	Amino acids, peptides, and analogues	0.8693450093269348	Carboxylic acids and derivatives	0.9290143847465515	Organic acids and derivatives	0.9762303829193115	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Carboxylic acid derivatives; Dialkyl ethers; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	44
