feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
3519	645	Fatty acids	1.0	Sphingolipids	1.0	Neutral glycosphingolipids	1.0	11.0	0.22587976	ISDB	http://www.wikidata.org/entity/Q105143301	KNARYUCFPVYOGC-UHFFFAOYSA-N	InChI=1S/C40H77NO10/c1-3-5-7-9-10-11-12-13-14-15-16-20-24-28-35(45)41-32(30-50-40-39(49)38(48)37(47)34(29-42)51-40)36(46)33(44)27-23-19-17-18-22-26-31(43)25-21-8-6-4-2/h11-12,31-34,36-40,42-44,46-49H,3-10,13-30H2,1-2H3,(H,41,45)	CCCCCCC=CCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCC(O)CCCCCC	C40H77NO10		731.554747664	N-[3,4,12-trihydroxy-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoctadecan-2-yl]hexadec-9-enamide	KNARYUCFPVYOGC	Fatty acids	Sphingolipids	Neutral glycosphingolipids	http://www.wikidata.org/entity/Q19848978	Symphyotrichum subulatum	965961.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Astereae']	['Symphyotrichum']	['Symphyotrichum subulatum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.403519034385681	1
3516	104	Alkaloids	0.8823529411764706	Ornithine alkaloids	0.7058823529411765	Tropane alkaloids	0.6470588235294118	3.0	0.28475446	ISDB	http://www.wikidata.org/entity/Q104948009	BXHHJRHONZVBJK-UHFFFAOYSA-N	InChI=1S/C14H17NO3/c16-12(9-15-6-2-1-3-7-15)11-4-5-13-14(8-11)18-10-17-13/h4-5,8H,1-3,6-7,9-10H2	O=C(CN1CCCCC1)c1ccc2c(c1)OCO2	C14H17NO3		247.120843404	1-(1,3-Benzodioxol-5-yl)-2-(piperidin-1-yl)ethanone	BXHHJRHONZVBJK	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q43084	Piper nigrum	472526.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper nigrum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	5.639017820358276	1
3510	-1							6.0	0.27392322	ISDB	http://www.wikidata.org/entity/Q105239955	RLGBUTVIBWFTRW-IIEYBPOLSA-N	InChI=1S/C27H36O3/c1-24(2)20-11-13-27-12-10-18(26(4,30)16-27)14-21(27)25(20,3)15-19(23(24)29)22(28)17-8-6-5-7-9-17/h5-10,12,18-22,28,30H,11,13-16H2,1-4H3/t18-,19+,20+,21-,22+,25+,26-,27+/m0/s1	CC1(C)C(=O)[C@@H]([C@H](O)c2ccccc2)C[C@]2(C)[C@@H]1CC[C@@]13C=C[C@@H](C[C@H]12)[C@@](C)(O)C3	C27H36O3		408.266445012	(1R,4S,7R,9S,10S,12R,16S)-16-hydroxy-7-[(S)-hydroxy(phenyl)methyl]-5,5,9,16-tetramethyltetracyclo[10.2.2.01,10.04,9]hexadec-13-en-6-one	RLGBUTVIBWFTRW	Terpenoids	Diterpenoids	Atisane diterpenoids	http://www.wikidata.org/entity/Q15361880	Androstachys johnsonii	510615.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Picrodendraceae']	['Unknown']	['Androstachys']	['Androstachys johnsonii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.095692873001099	1
3506	57	Fatty acids	0.3125	Glycerophospholipids	0.3125	Glycerophosphocholines	0.3125	1.0	0.7218175	ISDB	http://www.wikidata.org/entity/Q115947284	SPJFYYJXNPEZDW-UHFFFAOYSA-N	InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3	CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	C26H50NO7P		519.3324895699999	(2-Hydroxy-3-octadeca-9,12-dienoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate	SPJFYYJXNPEZDW	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	10.387269973754883	1
3505	59	Alkaloids	0.5555555555555556	Ornithine alkaloids	0.4444444444444444	Polyamines	0.3888888888888889	1.0	0.30142426	ISDB	http://www.wikidata.org/entity/Q110170935	YIRTYDIVKIIYCF-UHFFFAOYSA-N	InChI=1S/C12H18N2O/c1-5-9(4)11-7-13-10(6-8(2)3)12(15)14-11/h7-8H,4-6H2,1-3H3,(H,14,15)	C=C(CC)c1cnc(CC(C)C)c(=O)[nH]1	C12H18N2O		206.141913196	Monarubin A	YIRTYDIVKIIYCF	Alkaloids	Tetramate alkaloids	Pyrazine and Piperazine alkaloids	http://www.wikidata.org/entity/Q10588019	Monascus ruber	187724.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Monascaceae']	['Unknown']	['Monascus']	['Monascus ruber']		['Eukaryota']									1	1	2.7056970596313477	1
3503	253	Shikimates and Phenylpropanoids	0.6	Phenylpropanoids (C6-C3)	0.5	Cinnamic acids and derivatives	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q76324023	UEXPKLJRGIWQBF-CSKARUKUSA-N	InChI=1S/C20H18O3/c1-20(2)13-12-16-18(23-20)11-9-15(19(16)22)17(21)10-8-14-6-4-3-5-7-14/h3-13,22H,1-2H3/b10-8+	CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccccc3)c2O)O1	C20H18O3	pos_2MMg	306.125594436	Lonchocarpin	UEXPKLJRGIWQBF	Shikimates and Phenylpropanoids	Flavonoids	Chalcones	http://www.wikidata.org/entity/Q15377554	Erythroxylum barbatum	6100213.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Erythroxylaceae']	['Unknown']	['Erythroxylum']	['Erythroxylum barbatum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Erythroxylaceae']		['Erythroxylum']		7	1	7.5	1
3502	352	Alkaloids	0.5	Lysine alkaloids	0.25	Pyridine alkaloids	0.25	2.0	0.4417682	ISDB	http://www.wikidata.org/entity/Q105003045	FVZBHZCORGROSI-ZCFIWIBFSA-N	InChI=1S/C7H9NO/c9-7-4-3-6-2-1-5-8(6)7/h3-4,6H,1-2,5H2/t6-/m1/s1	O=C1C=C[C@H]2CCCN12	C7H9NO		123.068413908	(8R)-5,6,7,8-tetrahydropyrrolizin-3-one	FVZBHZCORGROSI	Alkaloids	Lysine alkaloids		http://www.wikidata.org/entity/Q26291567	Streptomyces olivaceus	584672.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Streptomyces olivaceus']											0	2	2.7670727968215942	1
3501	106	Terpenoids	0.3333333333333333	Diterpenoids	0.3333333333333333			1.0	0.4540907	ISDB	http://www.wikidata.org/entity/Q104996979	FLDHFBZYJRERLL-IILWFNPKSA-N	InChI=1S/C38H60O6/c1-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-27(39)44-35-29-30(33(42)32(41)28(26(2)3)31(29)40)38(6)25-22-24-37(4,5)36(38)34(35)43/h14-15,26,34-36,41,43H,7-13,16-25H2,1-6H3/b15-14-/t34-,35+,36+,38-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1C2=C(C(=O)C(O)=C(C(C)C)C2=O)[C@@]2(C)CCCC(C)(C)[C@@H]2[C@@H]1O	C38H60O6		612.43898964		FLDHFBZYJRERLL	Terpenoids	Diterpenoids		http://www.wikidata.org/entity/Q88986370	Coleus grandidentatus	7629648.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Lamiales']	['Lamiaceae']	['Ocimeae']	['Coleus']	['Coleus grandidentatus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.8163628578186035	1
3498	348	Terpenoids	1.0	Steroids	1.0	Cholestane steroids	1.0	11.0	0.23561907	ISDB	http://www.wikidata.org/entity/Q72499201	ICFXJOAKQGDRCT-ZIHMWMKCSA-N	InChI=1S/C29H48O2/c1-7-20(18(2)3)9-8-19(4)23-10-11-24-27-25(13-15-29(23,24)6)28(5)14-12-22(30)16-21(28)17-26(27)31/h17-20,22-25,27,30H,7-16H2,1-6H3/t19-,20-,22+,23-,24+,25+,27+,28+,29-/m1/s1	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	C29H48O2		428.365430776	3-Hydroxystigmast-5-en-7-one	ICFXJOAKQGDRCT	Terpenoids	Steroids	Stigmastane steroids	http://www.wikidata.org/entity/Q10910406	Solanum violaceum	701412.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum violaceum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	2	7.942476272583008	1
3495	42	Terpenoids	0.7708333333333334	Carotenoids (C40)	0.3958333333333333	Carotenoids (C40, β-κ)	0.2916666666666667	1.0	0.5527504	ISDB	http://www.wikidata.org/entity/Q63408714	HQPQTQQUHPFUOA-ZCPYHVQDSA-N	InChI=1S/C27H36O2/c1-21(11-7-8-12-22(2)15-10-18-28)13-9-14-23(3)16-17-26-24(4)19-25(29)20-27(26,5)6/h7-18,25,29H,19-20H2,1-6H3/b8-7+,13-9+,15-10+,17-16+,21-11+,22-12+,23-14+/t25-/m1/s1	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=O)C(C)(C)C[C@H](O)C1	C27H36O2		392.271530392	10'-Apozeaxanthinal	HQPQTQQUHPFUOA	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q1380	Capsicum annuum	473836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Capsiceae']	['Capsicum']	['Capsicum annuum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	1	8.711001634597778	1
3494	-1							4.0	0.34619313	ISDB	http://www.wikidata.org/entity/Q105338591	XPLHFSXEZDJFCO-ZQDZILKHSA-N	InChI=1S/C17H26N2O3/c1-3-6-14-12-9-13(11-19(14)17(21)22-4-2)15-7-5-8-16(20)18(15)10-12/h3,12-15H,1,4-11H2,2H3/t12-,13-,14-,15+/m0/s1	C=CC[C@H]1[C@H]2C[C@@H](CN1C(=O)OCC)[C@H]1CCCC(=O)N1C2	C17H26N2O3		306.194342692	Angustifoline N-carboxyethyl ester	XPLHFSXEZDJFCO	Alkaloids	Lysine alkaloids	Quinolizidine alkaloids	http://www.wikidata.org/entity/Q159737	Lupinus polyphyllus	1030439.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Genisteae']	['Lupinus']	['Lupinus polyphyllus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	5.384772539138794	1
3493	319	Alkaloids	0.8888888888888888	Ornithine alkaloids	0.6666666666666666	Tropane alkaloids	0.5555555555555556	1.0	0.5918987	ISDB									AHIHQZAXIJEHNI							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.3675947189331055	1
