G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"11.0","main.cluster index_upperinput":"11.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=205&task=940dc415fa834273bacecbbd3a188a6b&show=true	1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3	MassbankEU:SM876801 N,N-Dimethyldodecylamine N-oxide|Lauramine oxide|N,N-dimethyldodecan-1-amine oxide	0.8658049999999999	5.7878	5.7878	0	CCCCCCCCCCCC[N+](C)(C)[O-]	CCMSLIB00000842021	8562372.307357663	25	11	205	25	230.2478	1	230.2478	8562372.307357663
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"12.0","main.cluster index_upperinput":"12.0"}	This Node is a Singleton	N/A	N/A	N/A	11.1543	11.1543	0	N/A	N/A	5140163.159764109	19	12	-1	19	483.3450	1	483.3450	5140163.159764109
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"13.0","main.cluster index_upperinput":"13.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=204&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	6.1014	6.1014	0	N/A	N/A	10935858.591404103	25	13	204	25	342.2274	1	342.2274	10935858.591404103
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"14.0","main.cluster index_upperinput":"14.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=211&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	11.3254	11.3254	0	N/A	N/A	1434103.9749715466	12	14	211	12	587.5160	1	587.5160	1434103.9749715466
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"15.0","main.cluster index_upperinput":"15.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	3.2056	3.2056	0	N/A	N/A	3544794.8047305606	20	15	12	20	568.2384	1	568.2384	3544794.8047305606
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"16.0","main.cluster index_upperinput":"16.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=50&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.7166	2.7166	0	N/A	N/A	9931470.16788519	25	16	50	25	225.1484	1	225.1484	9931470.16788519
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"17.0","main.cluster index_upperinput":"17.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=397&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	10.6514	10.6514	0	N/A	N/A	8221303.401405562	24	17	397	24	467.3731	1	467.3731	8221303.401405562
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"18.0","main.cluster index_upperinput":"18.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=569&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.9473	2.9473	0	N/A	N/A	902218.6797578029	17	18	569	17	252.1627	1	252.1627	902218.6797578029
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"19.0","main.cluster index_upperinput":"19.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=187&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	10.2860	10.2860	0	N/A	N/A	9630984.884209672	14	19	187	14	738.5546	1	738.5546	9630984.884209672
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"20.0","main.cluster index_upperinput":"20.0"}	This Node is a Singleton	N/A	N/A	N/A	9.6408	9.6408	0	N/A	N/A	2197102.3169974815	15	20	-1	15	1185.5423	1	1185.5423	2197102.3169974815
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"21.0","main.cluster index_upperinput":"21.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.5893	2.5893	0	N/A	N/A	10436690.790711693	19	21	48	19	508.1928	1	508.1928	10436690.790711693
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"22.0","main.cluster index_upperinput":"22.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.3054	2.3054	0	N/A	N/A	11894040.739768537	20	22	2	20	584.2333	1	584.2333	11894040.739768537
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"23.0","main.cluster index_upperinput":"23.0"}	This Node is a Singleton	N/A	N/A	N/A	8.8622	8.8622	0	N/A	N/A	1609981.032498686	12	23	-1	12	359.1508	1	359.1508	1609981.032498686
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"24.0","main.cluster index_upperinput":"24.0"}	This Node is a Singleton	N/A	N/A	N/A	2.1710	2.1710	0	N/A	N/A	3832382.025143947	20	24	-1	20	283.1283	1	283.1283	3832382.025143947
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"25.0","main.cluster index_upperinput":"25.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6394	3.6394	0	N/A	N/A	8232848.099558836	19	25	-1	19	395.1181	1	395.1181	8232848.099558836
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"26.0","main.cluster index_upperinput":"26.0"}	This Node is a Singleton	N/A	N/A	N/A	9.7240	9.7240	0	N/A	N/A	1742385.59182614	14	26	-1	14	749.4439	1	749.4439	1742385.59182614
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"27.0","main.cluster index_upperinput":"27.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.3063	2.3063	0	N/A	N/A	336145016.2997416	21	27	48	21	378.1760	1	378.1760	336145016.2997416
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"28.0","main.cluster index_upperinput":"28.0"}	This Node is a Singleton	InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3/t7-,8-,9+,10-,12+/m1/s1	NCGC00385684-01_C12H16O8_4H-Pyran-4-one, 3-(beta-D-glucopyranosyloxy)-2-methyl-	0.738579	0.6476	0.6476	0	CC/1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=O)/C=C\O1	CCMSLIB00000853843	64497709.01815256	23	28	-1	23	289.0917	1	289.0917	64497709.01815256
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"29.0","main.cluster index_upperinput":"29.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6192	3.6192	0	N/A	N/A	885432.1899448587	18	29	-1	18	380.1912	1	380.1912	885432.1899448587
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"30.0","main.cluster index_upperinput":"30.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=345&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	9.0927	9.0927	0	N/A	N/A	52383286.806640044	25	30	345	25	350.3266	1	350.3266	52383286.806640044
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"31.0","main.cluster index_upperinput":"31.0"}	This Node is a Singleton	N/A	N/A	N/A	1.4169	1.4169	0	N/A	N/A	3969700.374478869	14	31	-1	14	216.0637	1	216.0637	3969700.374478869
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"32.0","main.cluster index_upperinput":"32.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=58&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.7843	2.7843	0	N/A	N/A	23160865.73861866	20	32	58	20	369.1662	1	369.1662	23160865.73861866
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"33.0","main.cluster index_upperinput":"33.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=341&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	10.1605	10.1605	0	N/A	N/A	12159480.477289962	23	33	341	23	742.5370	1	742.5370	12159480.477289962
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"34.0","main.cluster index_upperinput":"34.0"}	This Node is a Singleton	N/A	N/A	N/A	7.8395	7.8395	0	N/A	N/A	5735240.851395905	14	34	-1	14	399.3945	1	399.3945	5735240.851395905
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"35.0","main.cluster index_upperinput":"35.0"}	This Node is a Singleton	N/A	N/A	N/A	3.4963	3.4963	0	N/A	N/A	6174889.491931466	20	35	-1	20	303.1220	1	303.1220	6174889.491931466
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"36.0","main.cluster index_upperinput":"36.0"}	This Node is a Singleton	N/A	N/A	N/A	3.0882	3.0882	0	N/A	N/A	2216944.1594649046	17	36	-1	17	389.1413	1	389.1413	2216944.1594649046
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"37.0","main.cluster index_upperinput":"37.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=82&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	0.6846	0.6846	0	N/A	N/A	99985431.37449083	19	37	82	19	344.1341	1	344.1341	99985431.37449083
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"38.0","main.cluster index_upperinput":"38.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1904	1.1904	0	N/A	N/A	116746843.40765707	20	38	-1	20	284.1701	1	284.1701	116746843.40765707
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"39.0","main.cluster index_upperinput":"39.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	10.6632	10.6632	0	N/A	N/A	7406175.297853036	21	39	9	21	352.3574	1	352.3574	7406175.297853036
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"40.0","main.cluster index_upperinput":"40.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=940dc415fa834273bacecbbd3a188a6b&show=true	InChI=1S/C18H34O4/c1-2-3-4-5-6-10-13-16-18(22-16)15(19)12-9-7-8-11-14-17(20)21/h15-16,18-19H,2-14H2,1H3,(H,20,21)	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]	0.8847010000000001	8.3024	8.3024	0	CCCCCCCCC1OC1C(O)CCCCCCC(O)=O	CCMSLIB00005722220	15519425.087986516	21	40	9	21	261.2211	1	261.2211	15519425.087986516
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"41.0","main.cluster index_upperinput":"41.0"}	This Node is a Singleton	N/A	N/A	N/A	2.3601	2.3601	0	N/A	N/A	9772344.125284275	20	41	-1	20	279.0976	1	279.0976	9772344.125284275
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"42.0","main.cluster index_upperinput":"42.0"}	This Node is a Singleton	N/A	N/A	N/A	1.4766	1.4766	0	N/A	N/A	24654345.749987964	20	42	-1	20	245.0322	1	245.0322	24654345.749987964
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"43.0","main.cluster index_upperinput":"43.0"}	This Node is a Singleton	N/A	N/A	N/A	4.2748	4.2748	0	N/A	N/A	843930.6433751148	14	43	-1	14	608.2074	1	608.2074	843930.6433751148
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"44.0","main.cluster index_upperinput":"44.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.2114	2.2114	0	N/A	N/A	1347298.7438507606	3	44	2	3	400.1462	1	400.1462	1347298.7438507606
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"45.0","main.cluster index_upperinput":"45.0"}	This Node is a Singleton	N/A	N/A	N/A	6.1231	6.1231	0	N/A	N/A	29712083.040824853	14	45	-1	14	398.2410	1	398.2410	29712083.040824853
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"46.0","main.cluster index_upperinput":"46.0"}	This Node is a Singleton	N/A	N/A	N/A	1.7545	1.7545	0	N/A	N/A	8401534.970234662	21	46	-1	21	312.1296	1	312.1296	8401534.970234662
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"47.0","main.cluster index_upperinput":"47.0"}	This Node is a Singleton	N/A	N/A	N/A	7.4215	7.4215	0	N/A	N/A	4951092.033376451	14	47	-1	14	247.1227	1	247.1227	4951092.033376451
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"48.0","main.cluster index_upperinput":"48.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=94&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	0.5093	0.5093	0	N/A	N/A	27893751.889107786	19	48	94	19	344.8756	1	344.8756	27893751.889107786
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"49.0","main.cluster index_upperinput":"49.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	2.6899	2.6899	0	N/A	N/A	92367487.17816547	21	49	14	21	355.1782	1	355.1782	92367487.17816547
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"50.0","main.cluster index_upperinput":"50.0"}	This Node is a Singleton	N/A	N/A	N/A	10.3300	10.3300	0	N/A	N/A	252005140.65798914	25	50	-1	25	629.2731	1	629.2731	252005140.65798914
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"51.0","main.cluster index_upperinput":"51.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=562&task=940dc415fa834273bacecbbd3a188a6b&show=true	N/A	N/A	N/A	10.8718	10.8718	0	N/A	N/A	241515978.87391347	25	51	562	25	769.4860	1	769.4860	241515978.87391347
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"52.0","main.cluster index_upperinput":"52.0"}	This Node is a Singleton	N/A	N/A	N/A	5.8934	5.8934	0	N/A	N/A	2946343.642956572	25	52	-1	25	357.3111	1	357.3111	2946343.642956572
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=940dc415fa834273bacecbbd3a188a6b&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"53.0","main.cluster index_upperinput":"53.0"}	This Node is a Singleton	N/A	N/A	N/A	1.9104	1.9104	0	N/A	N/A	4825711.46173183	24	53	-1	24	143.1067	1	143.1067	4825711.46173183
