id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
11_mapp_batch_00109_sirius_11	C14H33NO2	[M - H2O + H]+	C14H31NO	Fatty acids	0.5566771626472473	Sphingolipids	0.24476377665996552	Sphingoid bases	0.6331686973571777	1,2-aminoalcohols	0.9758132696151733	Alkanolamines	0.9910872578620911	Amines	0.9996368885040283	Organonitrogen compounds	1.0	Organic nitrogen compounds	1.0	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	11
14_mapp_batch_00109_sirius_14	C40H68O	[M + Na]+	C40H68O	Terpenoids	0.9961113333702087	Polyprenols	0.6595860719680786	Carotenoids (C40, Ψ-Ψ)	0.16732272505760193	Prenol lipids	0.9969980716705322					Prenol lipids	0.9969980716705322	Lipids and lipid-like molecules	0.9999380111694336	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14
15_mapp_batch_00109_sirius_15	C27H37NO12	[M + H]+	C27H37NO12	Alkaloids	0.9062953591346741	Tyrosine alkaloids	0.8270074725151062	Isoquinoline alkaloids	0.5084988474845886	Aminoglycosides	0.07220878452062607	Aminosaccharides	0.10155544430017471	Carbohydrates and carbohydrate conjugates	0.9856955409049988	Organooxygen compounds	0.999996542930603	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	15
16_mapp_batch_00109_sirius_16	C13H22O4	[M - H2O + H]+	C13H20O3	Terpenoids	0.6898632049560547	Apocarotenoids	0.7004229426383972	Megastigmanes	0.6517354249954224	Cyclohexanols	0.6620609760284424	Secondary alcohols	0.8298547267913818	Alcohols and polyols	0.9285569787025452	Organooxygen compounds	0.9999994039535522	Organic oxygen compounds	1.0	Organic compounds; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Cyclohexanols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	16
17_mapp_batch_00109_sirius_17	C28H50O5	[M + H]+	C28H50O5	Fatty acids	0.7951211333274841	Fatty Acids and Conjugates	0.3890826106071472	Diacylglycerols	0.5182432532310486	Branched fatty acids	0.6816511154174805	Branched fatty acids	0.6816511154174805	Fatty acids and conjugates	0.7335119247436523	Fatty Acyls	0.6205457448959351	Lipids and lipid-like molecules	0.6910672187805176	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	17
18_mapp_batch_00109_sirius_18	C11H25NO3S	[M + H]+	C11H25NO3S	Fatty acids	0.8288562297821045	Fatty acyls	0.498500794172287	Fatty alcohols	0.24087558686733246	Fatty Acyls	0.08660488575696945					Fatty Acyls	0.08660488575696945	Lipids and lipid-like molecules	0.05558623746037483	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfones; Sulfonyls; Amines; Organic oxides; Hydrocarbon derivatives; Trialkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	18
19_mapp_batch_00109_sirius_19	C42H75NO9	[M + H]+	C42H75NO9	Fatty acids	0.9879665970802307	Sphingolipids	0.47461652755737305	Neutral glycosphingolipids	0.1533997356891632	Alkyl glycosides	0.1662839651107788	Alkyl glycosides	0.1662839651107788	Fatty acyl glycosides	0.27414318919181824	Fatty Acyls	0.9785748720169067	Lipids and lipid-like molecules	0.9875661134719849	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	19
20_mapp_batch_00109_sirius_20	C64H76N6O16	[M + H]+	C64H76N6O16	Amino acids and Peptides	0.9380664825439453	Oligopeptides	0.6277418732643127	Cyclic peptides	0.28536686301231384	Oligopeptides	0.6104005575180054	Peptides	0.8913604021072388	Amino acids, peptides, and analogues	0.9987261891365051	Carboxylic acids and derivatives	0.9948681592941284	Organic acids and derivatives	0.9996740818023682	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Naphthalenes; Phenanthrenes and derivatives; Alpha amino acids and derivatives; Macrolactams; Imines; Phenols; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Naphthofurans; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-acyl-alpha amino acids; Naphthols and derivatives; Benzenoids; Amines; Phenanthrols; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	20
21_mapp_batch_00109_sirius_21	C24H25N7O6	[M + H]+	C24H25N7O6	Amino acids and Peptides	0.6404019594192505	Small peptides	0.7733706831932068	Tripeptides	0.876657247543335	Oligopeptides	0.8622506260871887	Peptides	0.7924347519874573	Amino acids, peptides, and analogues	0.986078143119812	Carboxylic acids and derivatives	0.996793806552887	Organic acids and derivatives	0.9971778392791748	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Hippuric acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Oxadiazoles; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; N-arylamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	21
22_mapp_batch_00109_sirius_22	C26H35N5O9	[M + Na]+	C26H35N5O9	Polyketides	0.33590182662010193	Oligopeptides	0.5675219893455505	Cyclic peptides	0.4658699929714203	Amino acids and derivatives	0.5338510274887085	Amino acids and derivatives	0.5338510274887085	Amino acids, peptides, and analogues	0.5937852263450623	Carboxylic acids and derivatives	0.9472855925559998	Organic acids and derivatives	0.9991801381111145	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Macrolactams; Ketones; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Polyols; Amines; Vinylogous acids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	22
23_mapp_batch_00109_sirius_23	C16H24N4O2S	[M + Na]+	C16H24N4O2S	Alkaloids	0.8136003017425537	Pseudoalkaloids	0.4901590943336487	Pyridine alkaloids	0.3422217071056366	Pyrimidines and pyrimidine derivatives	0.5538043975830078			Pyrimidines and pyrimidine derivatives	0.5538043975830078	Diazines	0.7201735973358154	Organoheterocyclic compounds	0.9985471367835999	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Ethers; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Dialkyl ethers; Diazines; Amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	23
24_mapp_batch_00109_sirius_24	C11H20N2O5	[M + Na]+	C11H20N2O5	Amino acids and Peptides	0.9857425689697266	Small peptides	0.995387852191925	Dipeptides	0.9999544620513916	Gamma-glutamyl amino acids	0.8135948777198792	Peptides	0.49317413568496704	Amino acids, peptides, and analogues	0.9988856911659241	Carboxylic acids and derivatives	0.9999986886978149	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	24
25_mapp_batch_00109_sirius_25	C13H24O12	[M + Na]+	C13H24O12	Carbohydrates	0.782663881778717	Fatty acyl glycosides	0.5320785045623779	Disaccharides	0.9485616683959961	Saccharolipids	0.8854086995124817					Saccharolipids	0.8854086995124817	Lipids and lipid-like molecules	0.9433121681213379	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	25
27_mapp_batch_00109_sirius_27	C17H23N5O5	[M + H]+	C17H23N5O5	Carbohydrates	0.6469069719314575	Nucleosides	0.6961607933044434	Purine nucleos(t)ides	0.5406330227851868	N-acyl-alpha amino acids and derivatives	0.2575434744358063	Amino acids and derivatives	0.8137317299842834	Amino acids, peptides, and analogues	0.8133747577667236	Carboxylic acids and derivatives	0.929003894329071	Organic acids and derivatives	0.9375070929527283	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Tetrahydrofurans; Imidolactams; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	27
28_mapp_batch_00109_sirius_28	C12H16O8	[M + H]+	C12H16O8	Polyketides	0.8859413266181946	Cyclic polyketides	0.9821365475654602	4-pyrone derivatives	0.46186748147010803	Hexoses	0.995757520198822	Monosaccharides	0.9999070167541504	Carbohydrates and carbohydrate conjugates	0.9999982118606567	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	28
31_mapp_batch_00109_sirius_32	C17H24N2O7	[M + H]+	C17H24N2O7	Carbohydrates	0.6647009253501892	Tetramate alkaloids	0.2105259746313095	Open-chain polyketides	0.25161445140838623	Alpha amino acids	0.028482170775532722	Amino acids and derivatives	0.1836472600698471	Amino acids, peptides, and analogues	0.18359610438346863	Carboxylic acids and derivatives	0.8619459271430969	Organic acids and derivatives	0.9489690065383911	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Benzenoids; Cyclic ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	32
32_mapp_batch_00109_sirius_34	C24H50N2O2	[M + H]+	C24H50N2O2	Fatty acids	0.6097803115844727	Sphingolipids	0.5662117600440979	Sphingoid bases	0.5039665699005127	1,2-aminoalcohols	0.8298673629760742	Alkanolamines	0.8882961869239807	Amines	0.9996656179428101	Organonitrogen compounds	0.9999997615814209	Organic nitrogen compounds	0.9999998807907104	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	34
33_mapp_batch_00109_sirius_35	C17H20O6	[M - H2O + H]+	C17H18O5	Shikimates and Phenylpropanoids	0.9951099753379822	Diarylheptanoids	0.33875665068626404	Linear diarylheptanoids	0.3981851041316986	Phenylpropanoic acids	0.8769949078559875					Phenylpropanoic acids	0.8769949078559875	Phenylpropanoids and polyketides	0.9846280813217163	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanoic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	35
35_mapp_batch_00109_sirius_37	C15H21NO8	[M + H]+	C15H21NO8	Amino acids and Peptides	0.9977611303329468	Amino acid glycosides	0.971373438835144	Cyanogenic glycosides	0.8904099464416504	Tyrosine and derivatives	0.49705344438552856	Amino acids and derivatives	0.24560722708702087	Amino acids, peptides, and analogues	0.22979040443897247	Carboxylic acids and derivatives	0.9346303939819336	Organic acids and derivatives	0.9763750433921814	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Cyanogenic glycosides; Benzenoids; Phenylpropanoic acids; Aralkylamines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	37
