id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
12_mapp_batch_00111_sirius_12	C18H27Cl2NO2	[M + H]+	C18H27Cl2NO2	Alkaloids	0.936897337436676	Pseudoalkaloids	0.10574868321418762	Phenylalanine-derived alkaloids	0.1947585791349411	Amino acids and derivatives	0.8130700588226318	Amino acids and derivatives	0.8130700588226318	Amino acids, peptides, and analogues	0.8076782822608948	Carboxylic acids and derivatives	0.97028648853302	Organic acids and derivatives	0.9919759631156921	Organic compounds; Amino acids, peptides, and analogues; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	12
13_mapp_batch_00111_sirius_13	C20H18O11	[M + H]+	C20H18O11	Shikimates and Phenylpropanoids	0.9998650550842285	Flavonoids	0.9998873472213745	Flavonols	0.9990311861038208	Flavonoid-3-O-glycosides	0.9981010556221008	Flavonoid O-glycosides	0.9998502731323242	Flavonoid glycosides	0.9999287128448486	Flavonoids	0.9997283816337585	Phenylpropanoids and polyketides	0.9985008239746094	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Benzenediols; Pentoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Tetrahydrofurans; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	13
14_mapp_batch_00111_sirius_14	C35H36N4O5	[M + H]+	C35H36N4O5	Alkaloids	0.9540824890136719	Tryptophan alkaloids	0.9526452422142029	Carboline alkaloids	0.8125582337379456	Chlorins	0.7161856889724731			Chlorins	0.7161856889724731	Tetrapyrroles and derivatives	0.9997774958610535	Organoheterocyclic compounds	0.9999809265136719	Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14
15_mapp_batch_00111_sirius_15	C24H20O7	[M + H]+	C24H20O7	Shikimates and Phenylpropanoids	0.9758657217025757	Lignans	0.48103249073028564	Simple coumarins	0.216416135430336	Coumaric acid esters	0.8694725632667542	Hydroxycinnamic acid esters	0.9150022268295288	Hydroxycinnamic acids and derivatives	0.5346975326538086	Cinnamic acids and derivatives	0.6527079939842224	Phenylpropanoids and polyketides	0.9065573215484619	Organic compounds; Styrenes; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acid esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	15
16_mapp_batch_00111_sirius_16	C21H24O10	[M + H]+	C21H24O10	Shikimates and Phenylpropanoids	0.9995293617248535	Flavonoids	0.9999147653579712	Chalcones	0.9989728927612305	Flavonoid O-glycosides	0.9456529021263123	Flavonoid O-glycosides	0.9456529021263123	Flavonoid glycosides	0.9593488574028015	Flavonoids	0.9670431613922119	Phenylpropanoids and polyketides	0.9984976053237915	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Resorcinols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Butyrophenones; Flavonoid glycosides; Benzenediols; Hexoses; Monosaccharides; Flavonoid O-glycosides; Chalcones and dihydrochalcones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Linear 1,3-diarylpropanoids; 2'-Hydroxy-dihydrochalcones; Cinnamylphenols; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	16
17_mapp_batch_00111_sirius_17	C16H33NO2	[M - H2O + H]+	C16H31NO	Fatty acids	0.9478603005409241	Fatty amides	0.9626230001449585	N-acyl amines	0.3202526271343231	Fatty amides	0.7010872960090637			Fatty amides	0.7010872960090637	Fatty Acyls	0.5100675821304321	Lipids and lipid-like molecules	0.6850195527076721	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	17
18_mapp_batch_00111_sirius_18	C15H21NO8	[M + H]+	C15H21NO8	Amino acids and Peptides	0.985326886177063	Amino acid glycosides	0.9807587265968323	Cyanogenic glycosides	0.9871599674224854	Alpha amino acids	0.666022539138794	Amino acids and derivatives	0.18376250565052032	Amino acids, peptides, and analogues	0.17598126828670502	Carboxylic acids and derivatives	0.6630592346191406	Organic acids and derivatives	0.585135281085968	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	18
19_mapp_batch_00111_sirius_19	C16H33NO	[M + H]+	C16H33NO	Fatty acids	0.93502277135849	Fatty amides	0.9553165435791016	Primary amides	0.9120014905929565	Fatty amides	0.5526453256607056			Fatty amides	0.5526453256607056	Fatty Acyls	0.46969184279441833	Lipids and lipid-like molecules	0.6165260672569275	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	19
20_mapp_batch_00111_sirius_20	C36H58NO2P	[M + H]+	C36H58NO2P	Terpenoids	0.8146103620529175	Diterpenoids	0.27995795011520386	Acyclic triterpenoids	0.14089447259902954	Prenol lipids	0.667384922504425					Prenol lipids	0.667384922504425	Lipids and lipid-like molecules	0.9822314381599426	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	20
21_mapp_batch_00111_sirius_21	C43H79NO10	[M + Na]+	C43H79NO10	Fatty acids	0.9999858140945435	Glycerolipids	0.9990642666816711	Glycosyldiacylglycerols	0.9916172623634338	Amino acids and derivatives	0.9524902105331421	Amino acids and derivatives	0.9524902105331421	Amino acids, peptides, and analogues	0.951257050037384	Carboxylic acids and derivatives	0.9999901056289673	Organic acids and derivatives	0.9999957084655762	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Lineolic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Aminosaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	21
22_mapp_batch_00111_sirius_22	C15H18O8	[M + Na]+	C15H18O8	Shikimates and Phenylpropanoids	0.988486647605896	Phenylpropanoids (C6-C3)	0.9789515137672424	Cinnamic acids and derivatives	0.9770508408546448	Phenolic glycosides	0.9119131565093994	Glycosyl compounds	0.9141660332679749	Carbohydrates and carbohydrate conjugates	0.9200055599212646	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Styrenes; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acids; Coumaric acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	22
23_mapp_batch_00111_sirius_23	C15H10O7	[M + H]+	C15H10O7	Shikimates and Phenylpropanoids	0.9990711212158203	Flavonoids	0.9987936019897461	Flavonols	0.9834470748901367	Flavonols	0.9569401144981384	Flavonols	0.9569401144981384	Flavones	0.9989504218101501	Flavonoids	0.9952813982963562	Phenylpropanoids and polyketides	0.9979931116104126	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Benzenetriols and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	23
25_mapp_batch_00111_sirius_25	C24H20O7	[M + H]+	C24H20O7	Shikimates and Phenylpropanoids	0.9765990376472473	Lignans	0.4774717688560486	Simple coumarins	0.21493160724639893	Coumaric acid esters	0.8743956089019775	Hydroxycinnamic acid esters	0.9180948734283447	Hydroxycinnamic acids and derivatives	0.5446717739105225	Cinnamic acids and derivatives	0.6531310081481934	Phenylpropanoids and polyketides	0.9070615768432617	Organic compounds; Styrenes; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acid esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	25
26_mapp_batch_00111_sirius_26	C9H8O3	[M + H]+	C9H8O3	Shikimates and Phenylpropanoids	0.9994204044342041	Phenylpropanoids (C6-C3)	0.9989224672317505	Cinnamic acids and derivatives	0.9966818690299988	Coumaric acids	0.9967930912971497	Coumaric acids and derivatives	0.9952698349952698	Hydroxycinnamic acids and derivatives	0.9982954859733582	Cinnamic acids and derivatives	0.9979092478752136	Phenylpropanoids and polyketides	0.9998955726623535	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	26
27_mapp_batch_00111_sirius_27	C24H49NO7	[M + H]+	C24H49NO7	Fatty acids	0.7760049700737	Glycerophospholipids	0.6204885244369507	Monoacylglycerols	0.4087725579738617	Fatty acid esters	0.9082290530204773			Fatty acid esters	0.9082290530204773	Fatty Acyls	0.8083500862121582	Lipids and lipid-like molecules	0.811738908290863	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	27
28_mapp_batch_00111_sirius_28	C21H24O10	[M + Na]+	C21H24O10	Shikimates and Phenylpropanoids	0.9992652535438538	Flavonoids	0.9999090433120728	Chalcones	0.9989171028137207	Flavonoid O-glycosides	0.9947986602783203	Flavonoid O-glycosides	0.9947986602783203	Flavonoid glycosides	0.9912189841270447	Flavonoids	0.9921253323554993	Phenylpropanoids and polyketides	0.9980759620666504	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Resorcinols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Butyrophenones; Flavonoid glycosides; Benzenediols; Hexoses; Monosaccharides; Flavonoid O-glycosides; Chalcones and dihydrochalcones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Linear 1,3-diarylpropanoids; 2'-Hydroxy-dihydrochalcones; Cinnamylphenols; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	28
29_mapp_batch_00111_sirius_29	C6H14O6	[M - H2O + H]+	C6H12O5	Carbohydrates	0.9768319725990295	Saccharides	0.8743746876716614	Monosaccharides	0.8197835087776184	Monosaccharides	0.9107656478881836	Monosaccharides	0.9107656478881836	Carbohydrates and carbohydrate conjugates	0.9764766097068787	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	29
