#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
211	spectra_filtered.mgf	*..*		:471	4681	-1	0	188.07	1	0.989738	0	0	10238500.0	1133000.0	Spectral Match to Abrine from NIST14 M+H-CH3NH2	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf211	-1	GNPS-NIST14-MATCHES.mgf	2.59627				8	0	0.000488281	188.07	0	CCMSLIB00003139168
1352	spectra_filtered.mgf	*..*		:471	4681	-1	0	188.07	1	0.989738	0	0	10238500.0	1133000.0	Spectral Match to Abrine from NIST14 M+H-CH3NH2	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1352	-1	GNPS-NIST14-MATCHES.mgf	2.59627				8	0	0.000488281	188.07	0	CCMSLIB00003139168
239	spectra_filtered.mgf	*..*		:108	108	-1	0	291.086	1	0.989708	0	0	133567000.0	10737000.0	D-(+)-Catechin - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf239	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	1.0484				11	0	0.000305176	291.086	0	CCMSLIB00006112909
47	spectra_filtered.mgf	*..*		:218	218	-1	0	275.091	1	0.989581	0	0	2734.0	3691200.0	Massbank:BML00579 Phloretin [M+H]+	MASSBANK	temp/spectra_filtered.mgf47	-1	MASSBANK.mgf	0.665618				6	0	0.000183105	275.091	0	CCMSLIB00000204958
334	spectra_filtered.mgf	*..*		:210	3769	-1	0	197.117	1	0.989281	0	0	7319520.0	546500.0	Loliolide M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf334	-1	GNPS-LIBRARY.mgf	0.541869				7	0	0.000106812	197.117	0	CCMSLIB00004680136
515	spectra_filtered.mgf	*..*		:704	906	-1	0	298.09	1	0.988546	0	0	4180990.0	1146400.0	Spectral Match to Adenosine, 5'-S-methyl-5'-thio- from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf515	-1	GNPS-NIST14-MATCHES.mgf	22.8301				7	0	0.00680542	298.097	0	CCMSLIB00003135392
1860	spectra_filtered.mgf	*..*		:5586	6032	-1	0	165.055	1	0.988537	0	0	27896800.0	21136000.0	2-Hydroxycinnamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1860	-1	BERKELEY-LAB.mgf	68.4106				8	0	0.0112915	165.044	0	CCMSLIB00010108020
72	spectra_filtered.mgf	*..*		:1701	50941	-1	0	291.086	1	0.988467	0	0	206.3	3419100.0	EPICATECHIN M+H	MONA	temp/spectra_filtered.mgf72	-1	MONA.mgf	1.0484				10	0	0.000305176	291.086	0	CCMSLIB00006679971
4013	spectra_filtered.mgf	*..*		:5586	6032	-1	0	165.055	1	0.988098	0	0	27896800.0	24779000.0	2-Hydroxycinnamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf4013	-1	BERKELEY-LAB.mgf	1.75649				8	0	0.000289917	165.055	0	CCMSLIB00010108020
1487	spectra_filtered.mgf	*..*		:5586	6032	-1	0	165.055	1	0.988098	0	0	27896800.0	24779000.0	2-Hydroxycinnamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf1487	-1	BERKELEY-LAB.mgf	1.75649				8	0	0.000289917	165.055	0	CCMSLIB00010108020
1333	spectra_filtered.mgf	*..*		:1708	179	-1	0	195.065	1	0.988051	0	0	17421400.0	652900.0	Ferulic acid M+H	TUEBINGEN-NATURAL-PRODUCT-COLLECTION	temp/spectra_filtered.mgf1333	-1	TUEBINGEN-NATURAL-PRODUCT-COLLECTION.mgf	1.01691				6	0	0.000198364	195.065	0	CCMSLIB00011906145
712	spectra_filtered.mgf	*..*		:520	49760	-1	0	181.05	1	0.987611	0	0	140.7	1890500.0	CIS-CAFFEIC ACID M+H	MONA	temp/spectra_filtered.mgf712	-1	MONA.mgf	3.37118				6	0	0.000610352	181.049	0	CCMSLIB00006678790
3663	spectra_filtered.mgf	*..*		:520	49760	-1	0	181.05	1	0.987611	0	0	140.7	1890500.0	CIS-CAFFEIC ACID M+H	MONA	temp/spectra_filtered.mgf3663	-1	MONA.mgf	3.37118				6	0	0.000610352	181.049	0	CCMSLIB00006678790
1274	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.986163	0	0	7916430.0	11045000.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1274	-1	GNPS-NIST14-MATCHES.mgf	6.17697				6	0	0.00100708	163.039	0	CCMSLIB00003135999
3043	spectra_filtered.mgf	*..*		:3792	1512	-1	0	163.038	1	0.986163	0	0	7916430.0	11045000.0	Spectral Match to Rosmarinic acid from NIST14 M+H-C9H10O5	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3043	-1	GNPS-NIST14-MATCHES.mgf	74.2172				6	0	0.0121002	163.05	0	CCMSLIB00003135999
3960	spectra_filtered.mgf	*..*		:19787	17197	-1	0	148.06	1	0.985976	0	0	154.648	310800.0	L-glutamic acid [M+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3960	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.33976				6	0	0.000198364	148.06	0	CCMSLIB00012271511
175	spectra_filtered.mgf	*..*		:2996	860	-1	0	496.329	1	0.985802	0	0	5179180.0	2901100.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf175	-1	GNPS-NIST14-MATCHES.mgf	21.5203				11	0	0.0106812	496.34	0	CCMSLIB00003135346
1909	spectra_filtered.mgf	*..*		:1008	52131	-1	0	165.055	1	0.985651	0	0	139.6	19278000.0	P-COUMARIC ACID M+H	MONA	temp/spectra_filtered.mgf1909	-1	MONA.mgf	1.75649				7	0	0.000289917	165.055	0	CCMSLIB00006681161
26	spectra_filtered.mgf	*..*		:1008	52131	-1	0	165.055	1	0.985651	0	0	139.6	19278000.0	P-COUMARIC ACID M+H	MONA	temp/spectra_filtered.mgf26	-1	MONA.mgf	1.20181				7	0	0.000198364	165.055	0	CCMSLIB00006681161
2900	spectra_filtered.mgf	*..*		:5586	6032	-1	0	165.055	1	0.985459	0	0	27896800.0	5991000.0	2-Hydroxycinnamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2900	-1	BERKELEY-LAB.mgf	1.75649				7	0	0.000289917	165.055	0	CCMSLIB00010108020
398	spectra_filtered.mgf	*..*		:4017	1440	-1	0	256.262	1	0.985304	0	0	546673.0	269900.0	Spectral Match to Palmitamide from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf398	-1	GNPS-NIST14-MATCHES.mgf	5.12076				8	0	0.00131226	256.263	0	CCMSLIB00003135927
3099	spectra_filtered.mgf	*..*		:14757	12814	-1	0	342.264	1	0.98499	0	0	142.177	453800.0	TOFA [M+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf3099	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.356655				8	0	0.00012207	342.264	0	CCMSLIB00012267127
2554	spectra_filtered.mgf	*..*		:14757	12814	-1	0	342.264	1	0.98499	0	0	142.177	453800.0	TOFA [M+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf2554	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.624147				8	0	0.000213623	342.264	0	CCMSLIB00012267127
170	spectra_filtered.mgf	*..*		:14757	12814	-1	0	342.264	1	0.98499	0	0	142.177	453800.0	TOFA [M+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf170	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	0.356655				8	0	0.00012207	342.264	0	CCMSLIB00012267127
2022	spectra_filtered.mgf	*..*		:3900	4346	-1	0	275.091	1	0.984463	0	0	3926860.0	897900.0	phloretin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2022	-1	BERKELEY-LAB.mgf	0.665618				6	0	0.000183105	275.091	0	CCMSLIB00010106334
167	spectra_filtered.mgf	*..*		:10702	11148	-1	0	415.212	1	0.984105	0	0	4896590.0	1192700.0	1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040 M+2H]	BERKELEY-LAB	temp/spectra_filtered.mgf167	-1	BERKELEY-LAB.mgf	1.24948				6	0	0.000518799	415.211	0	CCMSLIB00010113136
173	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.983915	0	0	45811500.0	2135700.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf173	-1	BERKELEY-LAB.mgf	1.63744				7	0	0.000289917	177.055	0	CCMSLIB00010111580
7	spectra_filtered.mgf	*..*		:218	218	-1	0	275.091	1	0.983546	0	0	2734.0	10607000.0	Massbank:BML00579 Phloretin [M+H]+	MASSBANK	temp/spectra_filtered.mgf7	-1	MASSBANK.mgf	1.10936				6	0	0.000305176	275.091	0	CCMSLIB00000204958
3588	spectra_filtered.mgf	*..*		:3184	14175	-1	0	163.04	1	0.983526	0	0	122477000.0	26228000.0	Caffeic Acid M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf3588	-1	GNPS-LIBRARY.mgf	6.73843				8	0	0.00109863	163.039	0	CCMSLIB00012176439
425	spectra_filtered.mgf	*..*		:3184	14175	-1	0	163.04	1	0.983526	0	0	122477000.0	26228000.0	Caffeic Acid M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf425	-1	GNPS-LIBRARY.mgf	6.73843				8	0	0.00109863	163.039	0	CCMSLIB00012176439
2116	spectra_filtered.mgf	*..*		:1	12005	-1	0	449.108	1	0.983177	0	0	2060300.0	2200000.0	Luteolin-7-O-glucoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2116	-1	GNPS-LIBRARY.mgf	0.203855				6	0	9.15527e-05	449.108	0	CCMSLIB00010012030
198	spectra_filtered.mgf	*..*		:4742	4742	-1	0	133.061	1	0.982946	0	0	3301290.0	505400.0	L-(-)-Asparagine - 40.0 eV M+H	BIRMINGHAM-UHPLC-MS-POS	temp/spectra_filtered.mgf198	-1	BIRMINGHAM-UHPLC-MS-POS.mgf	1.49078				6	0	0.000198364	133.061	0	CCMSLIB00006120679
38	spectra_filtered.mgf	*..*		:639	49879	-1	0	175.119	1	0.98275	0	0	313.8	5334000.0	ARGININE M+H	MONA	temp/spectra_filtered.mgf38	-1	MONA.mgf	0.0				8	0	0.0	175.119	0	CCMSLIB00006678909
1973	spectra_filtered.mgf	*..*		:27	666	-1	0	177.054	1	0.982715	0	0	3556070.0	892600.0	FERULATE M-H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf1973	-1	GNPS-MSMLS.mgf	3.36108				6	0	0.000595093	177.055	0	CCMSLIB00005464417
57	spectra_filtered.mgf	*..*		:38	692	-1	0	308.091	1	0.98216	0	0	2982180.0	3283500.0	GLUTATHIONE REDUCED M+H	GNPS-MSMLS	temp/spectra_filtered.mgf57	-1	GNPS-MSMLS.mgf	0.0				15	0	0.0	308.091	0	CCMSLIB00005464443
1324	spectra_filtered.mgf	*..*		:760	3988	-1	0	355.102	1	0.981348	0	0	168477000.0	2793800.0	Chlorogenic acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1324	-1	GNPS-LIBRARY.mgf	0.601582				6	0	0.000213623	355.102	0	CCMSLIB00004684185
276	spectra_filtered.mgf	*..*		:659	1413	-1	0	288.253	1	0.980558	0	0	293681000.0	666800.0	MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide [M+H]+	MASSBANKEU	temp/spectra_filtered.mgf276	-1	MASSBANKEU.mgf	0.741096				7	0	0.000213623	288.253	0	CCMSLIB00000842020
1535	spectra_filtered.mgf	*..*		:659	1413	-1	0	288.253	1	0.980558	0	0	293681000.0	666800.0	MassbankEU:SM876702 Lauryl diethanolamide|N,N-bis(2-hydroxyethyl)dodecanamide [M+H]+	MASSBANKEU	temp/spectra_filtered.mgf1535	-1	MASSBANKEU.mgf	1.05871				7	0	0.000305176	288.253	0	CCMSLIB00000842020
3609	spectra_filtered.mgf	*..*		:27	666	-1	0	177.054	1	0.980322	0	0	3556070.0	2025100.0	FERULATE M-H2O+H	GNPS-MSMLS	temp/spectra_filtered.mgf3609	-1	GNPS-MSMLS.mgf	3.36108				7	0	0.000595093	177.055	0	CCMSLIB00005464417
1	spectra_filtered.mgf	*..*		:218	218	-1	0	275.091	1	0.980076	0	0	2734.0	49827000.0	Massbank:BML00579 Phloretin [M+H]+	MASSBANK	temp/spectra_filtered.mgf1	-1	MASSBANK.mgf	0.665618				6	0	0.000183105	275.091	0	CCMSLIB00000204958
80	spectra_filtered.mgf	*..*		:1922	4060	-1	0	391.3	1	0.979909	0	0	35712.2	2158300.0	Spectral Match to Dioctyl phthalate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf80	-1	GNPS-NIST14-MATCHES.mgf	40.087				7	0	0.015686	391.284	0	CCMSLIB00003138547
2847	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.979856	0	0	361.4	4767000.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf2847	-1	MONA.mgf	0.508414				11	0	0.000183105	360.15	0	CCMSLIB00006680025
4177	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.979856	0	0	361.4	4767000.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf4177	-1	MONA.mgf	0.508414				11	0	0.000183105	360.15	0	CCMSLIB00006680025
2842	spectra_filtered.mgf	*..*		:11678	12124	-1	0	130.05	1	0.979149	0	0	5661520.0	271800.0	L-Pyroglutamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2842	-1	BERKELEY-LAB.mgf	279.128				6	0	0.0363007	130.086	0	CCMSLIB00010114112
2515	spectra_filtered.mgf	*..*		:11678	12124	-1	0	130.05	1	0.979149	0	0	5661520.0	271800.0	L-Pyroglutamic acid CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2515	-1	BERKELEY-LAB.mgf	279.128				6	0	0.0363007	130.086	0	CCMSLIB00010114112
2015	spectra_filtered.mgf	*..*		:3900	4346	-1	0	275.091	1	0.979109	0	0	3926860.0	1191200.0	phloretin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2015	-1	BERKELEY-LAB.mgf	0.665618				6	0	0.000183105	275.091	0	CCMSLIB00010106334
143	spectra_filtered.mgf	*..*		:3899	4345	-1	0	275.091	1	0.979055	0	0	9066660.0	1689800.0	phloretin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf143	-1	BERKELEY-LAB.mgf	0.332809				6	0	9.15527e-05	275.091	0	CCMSLIB00010106333
2113	spectra_filtered.mgf	*..*		:242	3607	-1	0	123.044	1	0.978797	0	0	2926800.0	828400.0	Spectral Match to 4-Hydroxybenzaldehyde from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2113	-1	GNPS-NIST14-MATCHES.mgf	2.41821				6	0	0.000297546	123.044	0	CCMSLIB00003138094
29	spectra_filtered.mgf	*..*		:20337	17672	-1	0	165.076	1	0.977432	0	0	249.591	8860000.0	D-Sorbitol [M-H2O+H]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf29	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	1.8487				8	0	0.000305176	165.076	0	CCMSLIB00012271986
4196	spectra_filtered.mgf	*..*		:1922	4060	-1	0	391.3	1	0.977109	0	0	35712.2	9270000.0	Spectral Match to Dioctyl phthalate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4196	-1	GNPS-NIST14-MATCHES.mgf	40.087				7	0	0.015686	391.284	0	CCMSLIB00003138547
8	spectra_filtered.mgf	*..*		:10714	11160	-1	0	465.103	1	0.976965	0	0	5879350.0	24079000.0	CCG-208508 CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf8	-1	BERKELEY-LAB.mgf	0.393688				12	0	0.000183105	465.103	0	CCMSLIB00010113148
139	spectra_filtered.mgf	*..*		:760	3988	-1	0	355.102	1	0.976769	0	0	168477000.0	6716000.0	Chlorogenic acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf139	-1	GNPS-LIBRARY.mgf	1.11722				6	0	0.000396729	355.102	0	CCMSLIB00004684185
215	spectra_filtered.mgf	*..*		:75	3313	-1	0	177.039	1	0.976463	0	0	39865400.0	2145000.0	l-ascorbic acid  M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf215	-1	GNPS-LIBRARY.mgf	1.72378				6	0	0.000305176	177.039	0	CCMSLIB00003740011
1341	spectra_filtered.mgf	*..*		:1	11995	-1	0	465.103	1	0.975996	0	0	183456.0	4579900.0	Hyperoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1341	-1	GNPS-LIBRARY.mgf	0.196844				15	0	9.15527e-05	465.103	0	CCMSLIB00010012020
2206	spectra_filtered.mgf	*..*		:1262	3987	-1	0	465.103	1	0.975538	0	0	159713000.0	1204500.0	Spiraeoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2206	-1	GNPS-LIBRARY.mgf	0.393688				10	0	0.000183105	465.103	0	CCMSLIB00004684184
188	spectra_filtered.mgf	*..*		:271	240	-1	0	200.112	1	0.974604	0	0	320.972	232800.0	Estradiol-3-glucoside (Chimeric precursor selection) [M-2H2O+2H]+2	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf188	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	3.50756				9	0	0.000701904	200.113	0	CCMSLIB00012247197
113	spectra_filtered.mgf	*..*		:3166	2758	-1	0	180.087	1	0.974591	0	0	251.297	3439000.0	D-Lyxo-Hex-2-ulo-Pyranose [M-H2O+NH4]+	CMMC-REFRAME-POSITIVE-LIBRARY	temp/spectra_filtered.mgf113	-1	CMMC-REFRAME-POSITIVE-LIBRARY.mgf	2.28771				7	0	0.000411987	180.087	0	CCMSLIB00012249715
134	spectra_filtered.mgf	*..*		:2788	3234	-1	0	273.076	1	0.974567	0	0	6031590.0	1208200.0	naringenin CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf134	-1	BERKELEY-LAB.mgf	1.78808				11	0	0.000488281	273.076	0	CCMSLIB00010105222
3181	spectra_filtered.mgf	*..*		:9146	9592	-1	0	177.055	1	0.973285	0	0	45811500.0	1080700.0	ferulic acid CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf3181	-1	BERKELEY-LAB.mgf	2.24071				6	0	0.000396729	177.055	0	CCMSLIB00010111580
3638	spectra_filtered.mgf	*..*		:790	2557	-1	0	185.045	1	0.97266	0	0	1638610.0	448800.0	Spectral Match to Methyl gallate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3638	-1	GNPS-NIST14-MATCHES.mgf	3.79315				7	0	0.000701904	185.044	0	CCMSLIB00003137044
595	spectra_filtered.mgf	*..*		:154	3126	-1	0	182.081	1	0.972212	0	0	51351600.0	315800.0	Spectral Match to L-Tyrosine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf595	-1	GNPS-NIST14-MATCHES.mgf	0.0				7	0	0.0	182.081	0	CCMSLIB00003137613
3205	spectra_filtered.mgf	*..*		:1755	50995	-1	0	360.15	1	0.972099	0	0	361.4	932400.0	SUCROSE M+NH4	MONA	temp/spectra_filtered.mgf3205	-1	MONA.mgf	40.8426				11	0	0.0147095	360.165	0	CCMSLIB00006680025
