feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
102	2.0	0.77955747	ISDB	http://www.wikidata.org/entity/Q105276444	UOLUQSRSSLEMQA-POFXHGHASA-N	InChI=1S/C22H36O3/c1-4-24-18-19(2)9-5-10-22(14-25-18)16(19)8-11-21-12-15(6-7-17(21)22)20(3,23)13-21/h15-18,23H,4-14H2,1-3H3/t15-,16-,17-,18+,19-,20-,21+,22+/m1/s1	CCO[C@H]1OC[C@@]23CCC[C@]1(C)[C@H]2CC[C@@]12C[C@@H](CC[C@H]13)[C@](C)(O)C2	C22H36O3	nan	348.266445012	(1R,2R,5R,6R,8S,11S,12R,13S)-13-ethoxy-6,12-dimethyl-14-oxapentacyclo[10.3.3.15,8.01,11.02,8]nonadecan-6-ol	UOLUQSRSSLEMQA	Terpenoids	Diterpenoids	Norkaurane diterpenoids	http://www.wikidata.org/entity/Q1424919	Tripterygium wilfordii	300831.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Celastrales']	['Celastraceae']	['Unknown']	['Tripterygium']	['Tripterygium wilfordii']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	7.118229866027832	1	-1	nan	nan	nan	nan	nan	nan
1020	2.0	0.72366714	ISDB	http://www.wikidata.org/entity/Q106009879	OEJYWQCXHNOOHC-ZXEGGCGDSA-N	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C24H48NO7P	nan	493.316839506	(2R)-2-{[(9Z)-hexadec-9-enoyl]oxy}-3-hydroxypropyl 2-(trimethylazaniumyl)ethyl phosphate	OEJYWQCXHNOOHC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	8.394668579101562	1	159	Fatty acids	0.7692307692307693	Glycerophospholipids	0.7692307692307693	Glycerophosphocholines	0.7692307692307693
1024	2.0	0.86185306	ISDB	http://www.wikidata.org/entity/Q105100874	BMQBTHWVNBJSPS-NQLNTKRDSA-N	InChI=1S/C26H41NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21-26(28)27-23-24-19-18-20-25(22-24)29-2/h7-8,10-11,18-20,22H,3-6,9,12-17,21,23H2,1-2H3,(H,27,28)/b8-7-,11-10-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCc1cccc(OC)c1	C26H41NO2	nan	399.313729552	(9Z,12Z)-N-(3-Methoxybenzyl)octadeca-9,12-dienamide	BMQBTHWVNBJSPS	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q795158	Lepidium meyenii	681784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Lepidieae']	['Lepidium']	['Lepidium meyenii']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	nan	nan	nan	6	3	10.947412252426147	1	715	Fatty acids	0.5	Fatty amides	0.5	N-acyl amines	0.5
1028	3.0	0.33399045	ISDB	http://www.wikidata.org/entity/Q105186539	NWDBBLFNNILKKJ-MXMFLMJRSA-N	InChI=1S/C11H18O3/c1-5-11(3,13)8-6-7-9(2)10(12)14-4/h5,7,13H,1,6,8H2,2-4H3/b9-7+/t11-/m1/s1	C=C[C@@](C)(O)CC/C=C(\C)C(=O)OC	C11H18O3	nan	198.125594436	methyl (2E,6S)-6-hydroxy-2,6-dimethylocta-2,7-dienoate	NWDBBLFNNILKKJ	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q3281616	Piper aduncum	110421.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper aduncum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	2	6.335961818695068	1	47	Alkaloids	0.4444444444444444	Monoterpenoids	0.4444444444444444	Cinnamic acids and derivatives	0.2222222222222222
1029	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27140244	ZGNBLKBZJBJFDG-UHFFFAOYSA-N	InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CC(=O)O	C10H17NO6	pos_1_1proton	247.105587264	O-malonylcarnitine	ZGNBLKBZJBJFDG	Fatty acids	Fatty esters	Fatty acyl carnitines	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	nan	nan	nan	6	3	7.5	1	427	Fatty acids	1.0	Fatty esters	1.0	Fatty acyl carnitines	1.0
1030	13.0	0.4305176	ISDB	http://www.wikidata.org/entity/Q23419096	SBZWTSHAFILOTE-QLFBSQMISA-N	InChI=1S/C15H14O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,13-21H/t13-,14+,15-/m1/s1	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@@H]2O	C15H14O7	nan	306.073952788	(+)-Leucocyanidin	SBZWTSHAFILOTE	Shikimates and Phenylpropanoids	Flavonoids	Flavandiols (Leucoanthocyanidins)	http://www.wikidata.org/entity/Q30063	Matthiola incana	359068.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Anchonieae']	['Matthiola']	['Matthiola incana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	nan	nan	nan	6	0	7.7220704555511475	1	-1	nan	nan	nan	nan	nan	nan
1032	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q1953888|http://www.wikidata.org/entity/Q2815988	RGHHSNMVTDWUBI-UHFFFAOYSA-N|IAVREABSGIHHMO-UHFFFAOYSA-N	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H|InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H	O=Cc1ccc(O)cc1|O=Cc1cccc(O)c1	C7H6O2|C7H6O2	pos_1_1proton1methanol|pos_1_1proton1methanol	122.036779432|122.036779432	4-Hydroxybenzaldehyde|3-Hydroxybenzaldehyde	RGHHSNMVTDWUBI|IAVREABSGIHHMO	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)|Phenolic acids (C6-C1)	Shikimic acids and derivatives|Shikimic acids and derivatives	http://www.wikidata.org/entity/Q1281021|http://www.wikidata.org/entity/Q158695	Anastatica hierochuntica|Arabidopsis thaliana	441964.0|309263.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Brassicales']|['Brassicales']	['Brassicaceae']|['Brassicaceae']	['Anastaticeae']|['Camelineae']	['Anastatica']|['Arabidopsis']	['Anastatica hierochuntica']|['Arabidopsis thaliana']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Brassicales']|['Brassicales']	['Brassicaceae']|['Brassicaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	660	Shikimates and Phenylpropanoids	0.5	Linear polyketides	0.5	Shikimic acids and derivatives	0.5
1033	1.0	0.8355919	ISDB	http://www.wikidata.org/entity/Q104937769	BKSKLPMHTCDKMA-YYIAUSFCSA-N	InChI=1S/C17H33NO/c1-3-5-6-8-16-14(4-2)13-15(10-12-19)17-9-7-11-18(16)17/h14-17,19H,3-13H2,1-2H3/t14-,15+,16-,17-/m1/s1	CCCCC[C@@H]1[C@H](CC)C[C@H](CCO)[C@H]2CCCN12	C17H33NO	nan	267.256214676	2-[(5R,6R,8R,8aR)-6-ethyl-5-pentyl-1,2,3,5,6,7,8,8a-octahydroindolizin-8-yl]ethanol	BKSKLPMHTCDKMA	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	http://www.wikidata.org/entity/Q786955	Oophaga pumilio	891119.0	['Eukaryota']	['Metazoa']	['Chordata']	['Amphibia']	['Anura']	['Dendrobatidae']	['Unknown']	['Oophaga']	['Oophaga pumilio']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	0	5.342367649078369	1	204	Fatty acids	0.6875	Fatty amides	0.6875	Primary amides	0.6875
1034	28.0	0.3191862	ISDB	http://www.wikidata.org/entity/Q421709	NPAGDVCDWIYMMC-IZPLOLCNSA-N	InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h10,13-17,20H,2-9H2,1H3/t13-,14+,15+,16-,17-,18-/m0/s1	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O	C18H26O2	nan	274.193280072	Nandrolone	NPAGDVCDWIYMMC	Terpenoids	Steroids	Estrane steroids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	nan	nan	nan	6	3	8.776744842529297	1	932	Terpenoids	1.0	Steroids	0.5	Estrane steroids	0.5
1036	1.0	0.51989883	ISDB	http://www.wikidata.org/entity/Q27163094	SSWZIHDEYOORCA-UHFFFAOYSA-N	InChI=1S/C9H21NOS/c1-12(11)9-7-5-3-2-4-6-8-10/h2-10H2,1H3	C[S+]([O-])CCCCCCCCN	C9H21NOS	nan	191.134385292	8-(Methylsulfinyl)octylamine	SSWZIHDEYOORCA	nan	nan	nan	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	nan	nan	nan	6	0	8.07959532737732	1	52	Amino acids and Peptides	0.45454545454545453	Small peptides	0.4090909090909091	Aminoacids	0.22727272727272727
104	2.0|2.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q4634071|http://www.wikidata.org/entity/Q416054	CFFZDZCDUFSOFZ-UHFFFAOYSA-N|IGMNYECMUMZDDF-UHFFFAOYSA-N	InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)|InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	O=C(O)Cc1ccc(O)c(O)c1|O=C(O)Cc1cc(O)ccc1O	C8H8O4|C8H8O4	pos_1_1proton1acetonitrile|pos_1_1proton1acetonitrile	168.042258736|168.042258736	3,4-Dihydroxyphenylacetic acid|Homogentisic acid	CFFZDZCDUFSOFZ|IGMNYECMUMZDDF	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)|Phenolic acids (C6-C1)	Simple phenolic acids|Simple phenolic acids	http://www.wikidata.org/entity/Q158695|http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana|Arabidopsis thaliana	309263.0|309263.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Brassicales']|['Brassicales']	['Brassicaceae']|['Brassicaceae']	['Camelineae']|['Camelineae']	['Arabidopsis']|['Arabidopsis']	['Arabidopsis thaliana']|['Arabidopsis thaliana']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Brassicales']|['Brassicales']	['Brassicaceae']|['Brassicaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	89	Amino acids and Peptides	1.0	Coumarins	1.0	Simple phenolic acids	1.0
