row ID,row m/z,row retention time,202404241731_EB_QC_00.mzML Peak area,202404241731_EB_QC_01.mzML Peak area,202404241731_EB_QC_02.mzML Peak area,202404241731_EB_QC_03.mzML Peak area,202404241731_EB_QC_04.mzML Peak area,202404241731_EB_QC_with_worm_00.mzML Peak area,202404241731_EB_QC_with_worm_01.mzML Peak area,202404241731_EB_QC_with_worm_02.mzML Peak area,202404241731_EB_QC_with_worm_03.mzML Peak area,202404241731_EB_QC_with_worm_04.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre01.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre02.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre03.mzML Peak area,202404241731_EB_dbgi_mapp_blk_pre04.mzML Peak area,202404241731_EB_tp24_000006_01_01.mzML Peak area,202404241731_EB_tp24_000011_01_01.mzML Peak area,202404241731_EB_tp24_000012_01_01.mzML Peak area,202404241731_EB_tp24_000013_01_01.mzML Peak area,202404241731_EB_tp24_000014_01_01.mzML Peak area,202404241731_EB_tp24_000015_01_01.mzML Peak area,202404241731_EB_tp24_000016_01_01.mzML Peak area,202404241731_EB_tp24_000017_01_01.mzML Peak area,202404241731_EB_tp24_000018_01_01.mzML Peak area,202404241731_EB_tp24_000019_01_01.mzML Peak area,202404241731_EB_tp24_000020_01_01.mzML Peak area,
19,738.5546482631138,10.286005285714287,658140.5268632156,613566.66036086,498278.690008709,287314.8291703108,234244.92002789376,596514.3323377804,672102.1872695658,459976.89588813606,260025.51020420014,233783.3864155668,0,0,0,0,801642.2372125171,3625.985961914836,0,0,468172.5594147596,0,3843596.1630742443,0,0,0,0,
20,1185.5422973639527,9.640821906666668,13876.540601121675,15566.755225335964,17295.182911177955,35554.25565543585,40942.716900011044,15275.908648386594,9341.542021623647,17826.199269584602,35928.576109370675,39501.813750502944,0,0,0,0,0,0,3461.0289753071283,6172.742049563845,12420.244446017743,1931661.4826130634,0,0,2277.3278209776036,0,0,
21,508.1928012250158,2.5892804684210526,521059.1947122594,526796.2020189594,506684.16427088034,435984.55462086044,470405.9435995923,509126.8955758093,499373.20843530283,495187.2679545322,438926.33401333715,471505.53110874334,0,0,0,0,0,1269052.6139527024,256987.8736315149,569788.5936982183,5123.842865282304,138990.42697875682,0,1172967.712647567,4886.900285578051,527339.8569692613,1616503.6733725367,
22,584.233268737793,2.3054483350000003,442936.8493238777,467908.91671619395,538159.1607395099,555691.1902523333,489214.7980059667,514273.6519199109,530291.1878009845,502912.76990817057,608148.7499931325,581425.1396490928,0,0,0,0,14250.245410194546,901152.7415830917,512141.4184692922,132888.1169674163,1946279.6277360814,1376856.9323848488,0,138925.5685511426,1078065.7060752804,193026.64826026373,369491.3200217535,
23,359.1508433024089,8.862229975,135039.5029679559,123456.4407963116,96884.59523942745,52827.75275158485,39941.22576920076,145787.57503958014,134575.38568220058,98105.98056826762,55557.495789791,42523.8048398775,0,0,0,0,52631.092127360535,0,0,0,0,0,632650.1809271281,0,0,0,0,
24,283.12829437255857,2.171011695,207012.0520070901,226316.8098327536,216257.85211562217,149385.07043336748,184850.02943895548,206656.06131588283,212938.5989347285,199625.91593454566,162485.48055625893,156844.48565629756,0,0,0,0,64920.43133607376,81221.79825142917,63214.43717176453,37717.55990172611,2740.9934856914874,0,894183.1777162952,396525.94751231413,44141.413006289775,207972.14083399336,117371.76970286711,
25,395.11805484169406,3.639379410526316,429618.3983904658,410384.85054522683,395894.3737695469,384196.4469190898,390368.1108541456,406658.5708086964,401120.9528298967,457303.17981959844,382163.44966672506,361696.23333267675,0,0,0,0,0,608869.6947654306,550776.5162266876,624601.8445209841,14434.603177967192,24929.185654787205,0,653679.0804265741,82429.54906163929,585169.5314041196,1068553.527384577,
26,749.4438531072399,9.724036907142859,49872.99682448557,60537.016905551514,64352.182410940884,78461.5432056807,59655.911584887624,38485.641015790294,58557.777699626124,59104.99773115048,61838.48755599651,78624.73001795496,0,0,0,0,0,5571.366934255531,0,1094782.321814165,21009.87121576372,11530.746909891152,0,0,0,0,0,
27,378.17598615521024,2.306292514285714,1.5421346544786017E7,1.583878332781618E7,1.6480161420439348E7,1.6571962253483742E7,1.6542930660432609E7,1.5739510320999164E7,1.5209774896880858E7,1.6096195455114614E7,1.65463286774401E7,1.5958300959978117E7,0,0,0,0,9249.611480811363,1.5360690246116303E7,2.1470757976022363E7,3.834001528274143E7,173577.30894866,1056743.4570746236,3287.5332284743763,2.972399590102627E7,2.7975169315456033E7,1.6289784748496713E7,2.5336450401779197E7,
28,289.0917152736498,0.6476385639130434,2548567.1114179306,2724086.8219030914,2973471.899551934,3208731.2399816103,3272040.0017306004,2681424.463766803,2668619.7451418866,3063101.533829551,2996962.947019858,3094719.9572907533,76981.3005316324,66838.67989911989,69426.91051756225,73100.67607004059,0,3147065.1178195607,3764656.0275283623,2889506.895154316,563400.2280052028,1117968.6867570954,0,7083363.373833625,4941798.786325216,6448533.05256357,5023343.56151322,
29,380.1912307739258,3.619195427777777,21025.0185846328,30251.24329290713,32981.33810985395,30601.209008585978,29652.127107014927,28433.8839650688,24158.975547379654,23765.124423701352,33332.87461655839,28631.818651324298,0,0,0,0,0,20117.205254135653,33458.52074983028,26735.59177037082,448830.3771124145,15182.320847777428,0,20085.04657964386,0,20967.046292560746,17222.468031098033,
30,350.32658325195314,9.0926937,1968148.038376838,1974718.2673052782,2020613.8772416515,1937250.1764321204,1955666.325497434,2100297.5660076193,2005100.9581605808,2008901.700352171,2016216.7875123383,1917128.0491440583,2106201.397858008,2095145.5753777027,2168173.2399036232,2162441.631531075,2147340.7351653143,1898914.5901725856,2059444.2344527158,1964240.664848573,3260527.444765276,2635790.060181766,2039446.5797227684,1944427.6591436316,2036594.4306033135,2182025.355630573,1778531.461253018,
31,216.0637397768266,1.416925807142857,229843.1770385034,173730.98300757445,169426.86442737863,68100.32697305865,50937.91825725592,259004.30310201668,279945.5604227108,247513.36668290573,59360.694534656315,49870.913904638684,0,0,0,0,244786.3551716134,0,0,0,0,0,2096683.145128779,25952.528480742127,14544.237347034683,0,0,
32,369.16622200030326,2.7842832349999993,970966.3730803049,973061.0511368845,1149215.7668277367,1248498.6059493716,1164992.1703760815,1051228.8236723735,1059721.914485795,1088072.8703104865,1214011.8853333443,1178433.8624835634,0,0,0,0,5735.45422654966,7355.625827768355,5899629.2952862065,5342951.573420056,274286.130926526,270368.9512677063,663.6135025531933,20497.951849499856,188023.75242580677,53150.066230050026,0,
33,742.5369567881972,10.160486782608695,927780.9959784524,972193.0892985916,572748.0198665657,603589.701992804,448544.1343394582,0,1033117.4029200138,62119.64391410524,199346.42746200986,209223.55628015572,18364.494056381354,13421.82408620379,4551.457085683469,3450.7218121876203,755769.5095043068,346415.5464048027,283130.7319990489,412498.1486234764,884479.6672893582,222386.1654789233,0,3236837.6486484464,461156.3351738675,286366.04223585903,201989.21283926026,
34,399.3945454200527,7.839529914285714,534837.5118953629,586108.7031439765,610127.6072297154,598971.5962248066,583074.8043623286,541486.9639686019,603917.3059836045,532874.7314763064,588151.2947314788,551123.1308176528,0,0,488.3023408062818,0,0,1006.3271956121814,0,0,1598.7221736525419,0,0,0,0,1473.849852000427,0,
35,303.1220069892121,3.496324465,273759.0390598834,278858.8327803619,286139.59447436413,278238.17223632947,288824.01128141995,285592.0000806765,291386.4212581406,279399.8524850281,293295.98453655414,272027.0449505117,0,0,0,0,16110.583099330828,227627.65652220364,887237.5072222265,775004.3331531445,324745.1629137697,260976.7844213031,0,196275.04020503515,95773.68927704482,201323.92580630106,362293.8561678368,
36,389.1413349824793,3.088181858823529,90670.47516849605,89868.23700799912,104795.7705804975,58299.01132144905,82427.39582282759,83932.15462977176,83582.3337525826,99368.72797775354,73102.42570638722,81951.28454357239,0,0,0,0,0,222355.56194971767,85291.48372286701,126882.99868042361,0,0,0,248827.91060320454,31755.13062950518,175853.97340774944,477979.2839601005,
37,344.13411030076276,0.68455181,8496392.228435691,8405016.911976228,7616935.717291707,4119415.5157293836,3823163.782386493,9160040.424558265,8768300.152148323,8039544.0007962175,4508511.095503894,3744374.7048873557,0,0,429.53340484782876,0,2710350.1930783144,58566.0768589908,138496.286871563,174819.67912055424,0,0,2.976828158972842E7,184763.1749264231,0,167083.09008847777,100947.21669969242,
38,284.17009963989256,1.1904309300000002,4410337.241055797,4608166.64958272,3663223.0055886465,3080168.2355528916,5196378.422981981,3214156.3483221643,3460970.5613762564,3579763.272200172,5417059.466636252,5177506.109272269,0,0,0,0,72536.07141260522,1.3018590430746092E7,4323279.342645795,9979155.395100575,803441.3513296837,377999.80563209765,0,2.537208450171527E7,3390083.533963677,4743595.824923865,1.285834783761825E7,
39,352.3573840913318,10.663235714285713,453888.8510330852,441866.6148009784,405158.0702610918,327131.9258622754,278974.59186410776,523543.63943618716,454643.91192584793,332838.1747017175,237798.42090011694,240633.68026541683,0,0,0,0,1022205.6032184587,211501.0669641753,178818.32199538703,194714.17383591598,166486.29238464063,167251.6085916843,1111563.0712382854,135945.0990269822,184628.22458835752,151841.97631077914,184741.97864754277,
40,261.22106497628346,8.302369876190474,621297.2302543117,638732.7445342051,609566.9972286827,508548.7185922709,518790.5899533647,578733.9636499353,654965.8162182414,615726.28190017,550486.4771032603,551570.4162147889,0,0,0,0,2754376.882550496,394765.71155778243,303903.4305943397,304363.56269651564,541755.0802458221,517170.16241399857,2815754.5079665673,278455.35201260896,498165.14106939634,402492.51871916343,859803.5025105926,
41,279.09758682250975,2.360140725,491524.02229760645,500111.2844418766,510009.68222572445,497639.3743264347,482670.9034479063,487966.3362725402,504209.65508701873,502826.0557862334,513346.64563189325,473042.0850543322,0,0,0,0,20987.779691571435,560912.1201940265,406217.81186204276,483081.88473557733,311323.99124592217,175252.48676937836,0,674836.7308259731,300477.5225166504,701514.7134078105,1174393.0394637554,
42,245.03219299316407,1.4766370950000003,920791.0934094208,956539.4083290965,962554.6387304884,818263.157986394,927917.5616090973,936891.6865088843,893808.3036984201,941468.798909919,908754.3175363939,884028.6447680157,0,0,0,0,10961.781535254628,723766.2560608011,1071879.3159414895,1168409.68884304,46306.369391878405,44303.159606257366,0,2996476.6114628487,1244376.126159112,7293246.21955889,903602.6099422615,
43,608.2073974609375,4.2748048857142855,37368.83078834371,38017.19102220978,36064.87035150036,51243.23322439663,50214.45755265819,34267.781464355314,37289.09109941465,37415.83427557616,47742.448442211695,47580.351549028666,0,0,0,0,3710.0387731832307,0,0,0,420522.7900857883,0,1197.081460610532,0,0,1296.6432858376318,0,
44,400.14623006184894,2.2114355666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58641.84004378186,0,0,0,1279309.9975006913,0,9346.906306287441,0,0,0,0,
45,398.24102347311293,6.1231110071428585,2963156.839238761,3027895.4638875984,2846626.271938095,2973134.2667581397,3008345.9870156287,3132003.661608239,3140493.890378591,3099881.0587005997,2776168.255279016,2739829.0910870074,0,0,0,0,0,2901.2304788069837,0,0,0,515.3993014921612,0,0,432.5067261749492,699.1184267007367,0,
46,312.12956019827703,1.7545321238095237,608399.705128015,560194.9694089171,523723.85850641597,333344.7924739749,336524.0090996134,618698.9118171086,546628.5550805861,568444.7002507626,371444.3436639261,351142.55887056916,0,0,0,0,1051612.6004258157,173326.73514727072,60532.83339077049,173484.8193865821,135717.21057412174,87790.3438199561,1231616.392683035,176918.74281908243,33477.21584217189,173491.01312840206,285020.65871756495,
47,247.1226692199707,7.421538342857143,152738.40457487715,152818.40875248157,173158.48900958514,231979.39155791106,233929.60064440162,146305.9943797603,140808.70614876415,163320.14979932763,214655.77513311457,209626.68371006005,0,0,0,0,74262.95482430804,0,0,31135.73601886964,1934710.026471517,1091641.7123514726,0,0,0,0,0,
48,344.8755541349712,0.5093161647368422,755870.0765520446,807452.3060955708,870520.143027662,1025592.6936269088,1047212.6403368596,776931.6112293588,721792.4216136221,798491.1996507898,1056319.603388161,1034481.714724835,0,0,0,0,0,1521494.6512928952,1857721.35717486,2281923.6651185215,4042946.5203382005,2765787.207320557,0,3987609.3849793165,1276152.8863803598,1122919.9012937767,142531.90496348668,
49,355.1782415480841,2.689853704761905,4314652.676053302,4527860.2886779085,4525948.609630953,4462496.468360659,4509909.330758525,4528544.889271422,4515192.478460982,5109854.70534628,4182277.9908409403,4212121.793461588,0,0,0,0,135909.60819187504,2096941.0791050675,6181480.187595308,7610844.629947098,2364006.8496697685,1303868.3113008803,2579.07616644722,9365266.897784881,1962441.0085157412,1.122038907972295E7,5234901.219302896,
50,629.2731164550781,10.330001959999999,1.2861626882828165E7,1.3726265328762759E7,1.323435092730154E7,1.3213793137913855E7,1.1324998267842194E7,1.641394469652068E7,1.381304577957152E7,1.2678916445842126E7,1.2621981334210692E7,1.012329237448559E7,774809.4468216199,576383.9691680856,582997.6799036667,476507.65120365005,845339.6171647307,9423432.870846504,1.550586951176787E7,1.5994809454789534E7,1.4140983778038569E7,1.677442190873156E7,1415334.867547712,6989762.824715989,1.6137455077866603E7,1.309965286254375E7,9255163.961600153,
51,769.4860400390625,10.871841719999999,1.388349003411484E7,1.4245946182633922E7,1.253222586898384E7,1.313219242097735E7,8867816.852817815,1.4635563382594185E7,1.5186524946747718E7,1.0997033684693456E7,1.0914674189061038E7,9084422.373039935,166446.94012043084,144611.11140281238,132093.05741900846,154613.49669703052,835178.6232184081,1.246899217139285E7,1.387718283462483E7,1.1286162343349306E7,1.9545732185324326E7,1.7284136552724626E7,2058099.0904036995,8916492.72032525,1.2715206873528656E7,8538811.945738303,9912328.99197978,
52,357.3111096191406,5.893442247999998,192642.8016088024,180519.1176417899,170558.41763222785,85848.73570453774,77969.11853275738,210192.68757096012,195324.79302312477,181214.54736722002,125367.97499384826,71053.67803298497,631.945227706861,562.5384108781982,965.6178552129787,651.3880847628928,680887.8179218473,52027.25683245448,34231.271254115745,35213.85884605557,49246.30887692899,42507.29358596742,388131.38381608773,30293.14432860275,55487.970967197696,45612.67814887972,39201.296691621406,
53,143.10674826304117,1.91042165,353225.14734563575,355875.7068526411,407712.1439098718,384283.3497557103,409851.5634611539,347785.4041880462,333687.11576244753,406890.8478627072,408908.72587860783,389187.06503097643,9284.486200581701,11451.808362931633,9130.230886145504,8786.91974591016,69374.27196638237,148551.43794761042,15072.087040242175,44034.26255481152,2070.693994021005,3016.947408206488,0,415171.55470317765,44813.67420330773,217566.98836606648,29979.028304637544,
54,376.16090995394455,2.0099089526315788,105897.20698769846,119556.51414721624,99166.27329514567,28039.472929161097,158586.40053714334,22772.23659972536,74376.09386304497,22703.598471026246,132496.97756825358,137291.16066687802,0,0,0,0,0,30687.219401293747,526275.0246955357,539359.1558340727,75380.94669082019,9585.933482957433,0,202567.62207040447,6036.7055374680585,101628.63290822432,29370.79237434359,
55,780.5602682384988,11.181148782608693,1518859.824712953,1605510.817581602,1255945.262025476,1364283.0948060963,966153.094142579,1323838.5184237214,1475960.8264429814,1393742.1038015636,770538.5345320435,899312.9405535846,2510.9541298022828,1663.896374062353,0,0,550462.8169092288,823129.2574804827,1038225.5506277363,1347941.3531301634,938806.8133865471,1121989.2281901478,1607938.32518159,734170.4441784299,2097163.06838436,1360238.662248742,1226911.405319077,
56,147.04391418457033,3.449838472,463701.95872857445,472060.6660416648,465596.8598612558,433586.83157392347,464314.4127192674,479383.6220077333,437274.42806158593,509527.10972502024,450565.0996684589,455271.796658974,1984.0962016673398,2706.08130823025,2403.489479502285,2976.620913292644,12841.052380580948,1264376.8375717476,85099.03761983453,123420.08716243318,592876.7708151866,175047.36073522197,1447.7769128001883,1027137.4467026459,88529.90049431552,526107.6522077358,1024827.2490901079,
57,354.17560456928453,3.2335284000000004,401681.7946310186,384631.75896840944,411212.1949379003,360176.59823166777,348179.06773633626,383454.9405748297,394352.6407350354,403993.3808912958,353350.05992743425,308182.906665295,0,0,0,0,0,235225.74051336877,394090.39308829576,540187.5354145191,54686.14726311344,64166.4438994188,0,1005887.2909457352,248662.19037263846,1271327.3318485804,521491.02081953693,
58,290.84735688709077,0.56492357,2740491.174705908,2771819.9347032895,2685408.937536196,2765261.559857819,2794512.353336906,2650848.4341483116,2637081.5745088723,2584219.589205324,2871410.4425590793,2702143.9101016363,0,0,0,0,182442.07468998243,2240708.1962312586,5740787.0361242015,5912304.817800928,1145197.2343245754,1653691.1985236092,1736850.1136413002,349897.94123437244,8584849.924716013,1416621.4458112374,1.2444474604701227E7,
59,313.2370535544078,6.1732152000000005,172223.34733320313,185250.3605520395,131582.88750634014,59272.56752905593,63664.11945736519,198264.3975630778,173608.31710756427,123059.93151681844,70856.96466881206,83919.172828162,1203.846233796899,1563.1400338033554,2983.028218677961,0,121684.27863120814,42005.739458406315,15955.377685472467,52726.87947596755,13710.007509108516,6830.224332772729,936031.8002852508,28472.217516142824,27318.985771927924,17758.868565736593,165579.684455497,
60,537.535703125,10.893413520000001,4864364.240315636,4839495.889108812,4177219.9491360458,4242860.110886209,2798955.4463786725,5431638.296016649,5169563.028016653,3283084.2542954297,3193920.561184007,3164841.897411121,7396174.864464438,6911131.00232637,5873070.341626939,6869766.347818021,5942104.940321205,4406591.667680829,4666873.203734295,4299810.597198773,5209831.533247467,4646992.555814522,6653332.095005683,1959207.4194249583,3641640.187738886,2913426.0639993935,3579835.898092954,
61,332.2430749377494,4.4333228681818175,279122.075146583,278731.2613912242,284371.96699275426,313317.98304332787,321364.49894853594,276197.21738109563,263385.2255013059,290353.9373971169,309580.35045879934,304757.39349266863,0,374.42936008887773,430.2301583979261,0,7404.554021832964,5666.707958882094,1677.2730541530696,7122.56447865276,9037.787316327462,0,1641.6362152936053,2902.9562813956736,1027.6951036252913,2332.885782726714,7018.097891019905,
62,335.1524209423963,2.4601716,125366.5225869603,127076.91187982315,124335.35020318312,116360.31156008094,118419.53142227372,136279.11821336063,128037.07382409897,125635.32172266739,118411.60560490935,111456.51577182462,0,0,0,0,0,82928.396766767,0,3483.5304886487675,0,1170.0254771411378,0,826560.4847487082,607.530322245141,23563.8857653992,349352.2645994052,
63,617.5134451743934,11.618763571428572,1252975.4355698996,1238382.1848044489,896538.0519293636,1239167.9522685853,664569.5872949426,966844.8309060964,1015259.6134729772,724102.9402991012,848875.3380864946,934001.7228908223,0,0,0,0,16917.150814599856,1170847.929844446,1243035.2145210262,1355781.2244856523,197097.37561207026,273358.16628720966,113186.47139519783,976824.8909965955,649304.2177903027,1111759.699175262,765634.0707359872,
64,200.16441955566407,4.3135529120000005,812827.0021951295,832224.2713760387,798926.4178624173,718037.9314341142,738994.3372936989,851183.39418856,813555.3408803741,806238.1258007665,695378.5990441813,727704.3234327013,64432.73969875182,62738.33267028516,68878.5461391275,64993.95965008147,2289560.2486769515,251160.04024533485,96536.56332287633,140740.0216254479,167716.09685698873,283678.47568064154,916080.8325801978,122057.48434000816,368278.17051363835,174624.00559972835,195985.49236093904,
65,344.20669301386516,3.5564366208333333,327036.0482924501,343546.68345261907,360773.72530821146,321022.4690501289,306507.8076149119,370762.9089553897,359446.1712263082,368849.002562021,348946.30054939125,280022.20918762696,3500.2702713559484,2268.25291250028,4199.347035790643,1142.7791116024932,43765.086774269,2304.566072411067,3620.4345423048417,6345.7667098094025,15766.08539200572,12878.632223395594,36104.58445076508,9928.268108610364,14536.834100891458,0,2342.210814216792,
