"feature_id_full","feature_id","feature_mz","feature_rt","Malus_vs_Potentilla_p_value","Malus_vs_Prunus_p_value","Potentilla_vs_Prunus_p_value","Malus_vs_Potentilla_p_value_minus_log10","Malus_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_fold_change","Malus_vs_Prunus_fold_change","Malus_vs_Potentilla_fold_change","Potentilla_vs_Prunus_fold_change_log2","Malus_vs_Prunus_fold_change_log2","Malus_vs_Potentilla_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"2956_330.12_0.8",2956,330.118506707951,0.769988468571429,9.08491814866075e-06,0.999989532238581,9.06944480938421e-06,5.04167898115123,4.54611481611091e-06,5.04241929768089,0.528671018823503,0.999756566530005,1.89107503708989,-0.919557852990915,-0.000351243013835779,0.919206609977079,"Alkaloids","Anthranilic acid alkaloids","Phenoxazine alkaloids","Griffonin",NA,"N#C/C=C1/C=C[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","C1=CC(=CC#N)C(C(C1O)O)OC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,"WIIDBJNWXCWLKF","InChI=1S/C14H19NO8/c15-4-3-6-1-2-7(17)9(18)13(6)23-14-12(21)11(20)10(19)8(5-16)22-14/h1-3,7-14,16-21H,5H2/b6-3-/t7-,8-,9+,10-,11+,12-,13+,14-/m1/s1","WIIDBJNWXCWLKF-KMEFBPKPSA-N","InChI=1S/C14H19NO8/c15-4-3-6-1-2-7(17)9(18)13(6)23-14-12(21)11(20)10(19)8(5-16)22-14/h1-3,7-14,16-21H,5H2","WIIDBJNWXCWLKF"
"28_459.13_3.7",28,459.125971122788,3.67473735,1.09883573371494e-05,1.08625693748809e-05,0.999544094163145,4.95906722593251,4.96406743686947,0.00019804253701873,0.998382068233142,0.533826782442292,0.534691877416244,-0.00233607244946343,-0.905556406628556,-0.903220334179092,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","Floridzin",NA,NA,"C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H24O10/c22-9-16-18(27)19(28)20(29)21(31-16)30-15-8-12(24)7-14(26)17(15)13(25)6-3-10-1-4-11(23)5-2-10/h1-2,4-5,7-8,16,18-24,26-29H,3,6,9H2","IOUVKUPGCMBWBT"
"233_419.13_3.7",233,419.132993649214,3.67997760769231,3.1531186613698e-05,3.1648614088331e-05,0.999962932520697,4.50125968513271,4.49964530324437,1.60985000865069e-05,1.00053292764524,0.542508686020286,0.542219722140563,0.000768647272438339,-0.882281858384488,-0.883050505656927,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","Floridzin",NA,"O=C1C[C@H](c2ccccc2)Oc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c21|COc1cc(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O|COc1ccc([C@H]2CC(=O)c3c(O)cc(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1|CC1OC(Oc2cc(O)cc3c2C(=O)CC(c2ccc(O)cc2)O3)C(O)C(O)C1O","C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O",NA,NA,NA,NA,"VFPGPPMQCHGMCT|HHQIZOGLMHHKLC|CNNUKFIXGVQJSF|OVWZFLKQVPSRDZ","InChI=1S/C21H22O9/c22-9-16-18(25)19(26)20(27)21(30-16)29-15-7-11(23)6-14-17(15)12(24)8-13(28-14)10-4-2-1-3-5-10/h1-7,13,16,18-23,25-27H,8-9H2/t13-,16-,18-,19+,20-,21-/m1/s1|InChI=1S/C21H22O9/c1-27-12-6-16-18(13(23)8-15(29-16)10-2-4-11(22)5-3-10)17(7-12)30-21-20(26)19(25)14(24)9-28-21/h2-7,14-15,19-22,24-26H,8-9H2,1H3/t14-,15+,19+,20-,21+/m1/s1|InChI=1S/C21H22O9/c1-27-11-4-2-10(3-5-11)16-8-14(23)18-13(22)6-12(7-17(18)30-16)29-21-20(26)19(25)15(24)9-28-21/h2-7,15-16,19-22,24-26H,8-9H2,1H3/t15-,16-,19+,20-,21+/m1/s1|InChI=1S/C21H22O9/c1-9-18(25)19(26)20(27)21(28-9)30-16-7-12(23)6-15-17(16)13(24)8-14(29-15)10-2-4-11(22)5-3-10/h2-7,9,14,18-23,25-27H,8H2,1H3","VFPGPPMQCHGMCT-KYSZGLPYSA-N|HHQIZOGLMHHKLC-SOCIYPEWSA-N|CNNUKFIXGVQJSF-CQQLTZKSSA-N|OVWZFLKQVPSRDZ-UHFFFAOYSA-N","InChI=1S/C21H24O10/c22-9-16-18(27)19(28)20(29)21(31-16)30-15-8-12(24)7-14(26)17(15)13(25)6-3-10-1-4-11(23)5-2-10/h1-2,4-5,7-8,16,18-24,26-29H,3,6,9H2","IOUVKUPGCMBWBT"
"461_317.1_3.7",461,317.101145272303,3.65368504545455,4.85406904131569e-05,4.9182705663009e-05,0.999590158588779,4.31389405082049,4.3081875833201,0.00017802834753579,1.001934987033,0.539779833862896,0.538737384010641,0.00278889882450478,-0.889557016062319,-0.892345914886824,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","null",NA,"COc1cc(O)c2c(c1)OC(c1ccc(OC)c(O)c1)CC2=O","COC1=CC(=C(C(=C1)OC)C(=O)CC(=O)C2=CC=C(C=C2)O)O",NA,NA,NA,NA,"LWBHKKLWSUFUNZ","InChI=1S/C17H16O6/c1-21-10-6-12(19)17-13(20)8-15(23-16(17)7-10)9-3-4-14(22-2)11(18)5-9/h3-7,15,18-19H,8H2,1-2H3","LWBHKKLWSUFUNZ-UHFFFAOYSA-N","InChI=1S/C17H16O6/c1-22-12-7-14(20)17(16(8-12)23-2)15(21)9-13(19)10-3-5-11(18)6-4-10/h3-8,18,20H,9H2,1-2H3","MJQUZVRVCHUFDY"
"252_407.13_3.9",252,407.133839101909,3.88936982666667,5.0506088694835e-05,4.93153878269315e-05,0.998658065476774,4.29665626292741,4.30701754714071,0.000583186144898349,0.996382810069832,0.530494253213188,0.532420117902283,-0.005227962952263,-0.914590972221858,-0.909363009269595,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","null",NA,"COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)ccc1O","C1=CC(=CC=C1C=CC2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O",NA,NA,NA,NA,"UBZBPKARIHPOEC","InChI=1S/C19H18O8/c1-23-13-7-9(5-6-10(13)20)12-8-11(21)14-15(22)17(24-2)19(26-4)18(25-3)16(14)27-12/h5-8,20,22H,1-4H3","UBZBPKARIHPOEC-UHFFFAOYSA-N","InChI=1S/C20H22O9/c21-9-16-17(25)18(26)19(27)20(29-16)28-15-8-12(23)7-14(24)13(15)6-3-10-1-4-11(22)5-2-10/h1-8,16-27H,9H2","PSLYPPVQIKMPCH"
"577_475.1_3.7",577,475.099345443936,3.68354591176471,6.62731501799296e-05,6.65022644361635e-05,0.999974204228105,4.17866238547885,4.17716356649559,1.12031058872866e-05,1.00049758338945,0.546204706214229,0.54593305899232,0.000717682549740428,-0.872486350167761,-0.873204032717502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134_273.08_3.8",134,273.075541839321,3.75068020555556,9.60708476857031e-05,9.59081733368228e-05,0.99999445052113,4.01740837726337,4.01814438048496,2.41011473807494e-06,0.999762950042139,0.555166386547796,0.555298019920019,-0.000342031339508783,-0.849007874645621,-0.848665843306112,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","Asahina","O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O","\"\"InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2\"\"",NA,"FTVWIRXFELQLPI-UHFFFAOYSA-N","FTVWIRXFELQLPI","FTVWIRXFELQLPI","InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2/t13-/m0/s1","FTVWIRXFELQLPI-ZDUSSCGKSA-N","InChI=1S/C15H12O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-6,13,16-18H,7H2","FTVWIRXFELQLPI"
"47_275.09_3.9",47,275.091224787605,3.87563048888889,9.96962611647945e-05,9.96215367037312e-05,0.999998926340974,4.00132112840796,4.00164676337855,4.66284440808976e-07,0.999887843575217,0.538768964480026,0.538829397658836,-0.000161816592393646,-0.892261347428548,-0.892099530836154,"Shikimates and Phenylpropanoids","Flavonoids","Chalcones","phloretin","C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O","O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O","C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O","1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",NA,"VGEREEWJJVICBM-UHFFFAOYSA-N","VGEREEWJJVICBM","VGEREEWJJVICBM","InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2","VGEREEWJJVICBM-UHFFFAOYSA-N","InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2","VGEREEWJJVICBM"
"384_430.13_2.9",384,430.134376042554,2.87854674285714,0.000111350700676027,0.000133411354959811,0.943645386146175,3.95330704581652,3.87480720500327,0.0251911791908338,1.02569804095114,0.56251318573432,0.548419869470252,0.0366060731085944,-0.830041180298921,-0.866647253407516,"Carbohydrates","Nucleosides","Purine nucleos(t)ides","null",NA,"COc1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1O","C1=CC=C2C(=C1)C(=CN2)C3=NC4=C(NC(=O)NC4=O)N(C3=O)CC(C(C(CO)O)O)O",NA,NA,NA,NA,"FXFHFOSEURHWMO","InChI=1S/C37H50O20/c1-16-26(42)28(44)31(47)37(53-16)57-34-32(48)36(51-11-10-18-5-8-21(49-2)20(40)12-18)55-24(15-52-35-30(46)29(45)27(43)23(14-38)54-35)33(34)56-25(41)9-6-17-4-7-19(39)22(13-17)50-3/h4-9,12-13,16,23-24,26-40,42-48H,10-11,14-15H2,1-3H3/b9-6+/t16-,23+,24+,26-,27+,28+,29-,30+,31+,32+,33+,34+,35+,36+,37-/m0/s1","FXFHFOSEURHWMO-HHTZHRADSA-N","InChI=1S/C19H19N5O7/c25-7-12(27)15(28)11(26)6-24-16-14(17(29)23-19(31)22-16)21-13(18(24)30)9-5-20-10-4-2-1-3-8(9)10/h1-5,11-12,15,20,25-28H,6-7H2,(H2,22,23,29,31)","XZHBOWKLLNKVKN"
"3_221.04_0.6",3,221.042005024842,0.592275266363636,0.000117267858568582,0.27950896282368,0.000323338016201324,3.93082100543852,0.553604261328698,3.49034323056991,1.74071048808537,0.922746965900563,0.53009789520801,0.79967627643228,-0.115993006157912,-0.915669282590192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302_628.24_5.1",302,628.238273134585,5.13878519333333,0.000126912902428389,0.000126802538802151,0.99999865979475,3.89649422370034,3.89687205105423,5.82044134866809e-07,0.999863960061232,0.528828030455932,0.528899981977095,-0.000196277496115734,-0.919129446165801,-0.918933168669686,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Isocoumarins","Pinorubin",NA,NA,"CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C32H37NO12/c1-14-31(45-21-8-3-4-9-42-21)17(33)10-22(43-14)44-19-12-32(40,20(35)13-34)11-16-24(19)30(39)26-25(28(16)37)27(36)15-6-5-7-18(41-2)23(15)29(26)38/h5-7,14,17,19,21-22,31,34,37,39-40H,3-4,8-13,33H2,1-2H3","KMSKQZKKOZQFFG"
"523_525.14_4.1",523,525.13627727802,4.14550584615384,0.000126992817945148,0.00020179961986877,0.716424460472944,3.896220839792,3.69507965618162,0.144829594700346,1.06346161436375,0.5878065352394,0.552729433108005,0.0887679601754117,-0.766586695909922,-0.855354656085334,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","null",NA,NA,"CC(=O)C=CC1=CC(=C(C=C1)OC2C(C(C(C(O2)COC(=O)C=CC3=CC(=C(C=C3)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C25H26O11/c1-13(26)2-3-14-5-8-19(18(29)11-14)35-25-24(33)23(32)22(31)20(36-25)12-34-21(30)9-6-15-4-7-16(27)17(28)10-15/h2-11,20,22-25,27-29,31-33H,12H2,1H3","BUWRBVCTBLPUQJ"
"265_951.18_3.1",265,951.178733342488,3.08290445,0.000149653282238482,0.000135903318931874,0.984312051698969,3.82491375364885,3.86676993711447,0.0068671974561942,0.986803224122155,0.556977953012982,0.564426563875956,-0.0191656656118662,-0.844307872723028,-0.825142207111162,"Shikimates and Phenylpropanoids","Flavonoids","Flavonols","Salvianin",NA,NA,"C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)COC(=O)CC(=O)O)OC(=O)CC(=O)O)O)O)OC5C(C(C(C(O5)COC(=O)C=CC6=CC(=C(C=C6)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C42H40O24/c43-19-5-3-18(4-6-19)39-26(63-41-37(57)35(55)34(54)27(64-41)15-59-31(51)8-2-17-1-7-22(45)23(46)9-17)12-21-24(61-39)10-20(44)11-25(21)62-42-38(58)36(56)40(66-33(53)14-30(49)50)28(65-42)16-60-32(52)13-29(47)48/h1-12,27-28,34-38,40-42,54-58H,13-16H2,(H5-,43,44,45,46,47,48,49,50,51)/p+1","PJBHNEIXNNZROX"
"4_381.08_0.6",4,381.079260155649,0.610437545454545,0.000179380385768035,0.787733861641963,0.000269843352862398,3.74622504634437,0.103620485483873,3.56888827558186,0.606902421794399,1.05118253149409,1.73204537293838,-0.720463517302144,0.072013206328195,0.792476723630339,"Carbohydrates","Saccharides","Disaccharides","Sugar-d6",NA,"O=C(/C=C/c1ccc(O)c(O)c1)OOC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O","C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O",NA,NA,NA,NA,"KLDQRYHKZZCLKR","InChI=1S/C15H18O10/c16-8-3-1-7(5-9(8)17)2-4-11(18)25-23-6-10-12(19)13(20)14(21)15(22)24-10/h1-5,10,12-17,19-22H,6H2/b4-2+/t10-,12-,13+,14-,15?/m1/s1","KLDQRYHKZZCLKR-SSLCBRODSA-N","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2","CZMRCDWAGMRECN"
